key;dep;nomdep;codecommune;nomcommune
18080;18;CHER;18080;CROISY
18081;18;CHER;18081;CROSSES
18082;18;CHER;18082;CUFFY
18083;18;CHER;18083;CULAN
18084;18;CHER;18084;DAMPIERRE-EN-CROT
18085;18;CHER;18085;DAMPIERRE-EN-GRAÇAY
18086;18;CHER;18086;DREVANT
18087;18;CHER;18087;DUN-SUR-AURON
18088;18;CHER;18088;ENNORDRES
18089;18;CHER;18089;EPINEUIL-LE-FLEURIEL
18090;18;CHER;18090;ETRÉCHY
18091;18;CHER;18091;FARGES-ALLICHAMPS
18092;18;CHER;18092;FARGES-EN-SEPTAINE
18093;18;CHER;18093;FAVERDINES
18094;18;CHER;18094;FEUX
18095;18;CHER;18095;FLAVIGNY
18096;18;CHER;18096;FOËCY
18097;18;CHER;18097;FUSSY
18098;18;CHER;18098;GARDEFORT
18099;18;CHER;18099;GARIGNY
18100;18;CHER;18100;GENOUILLY
18101;18;CHER;18101;GERMIGNY-L'EXEMPT
18102;18;CHER;18102;GIVARDON
18103;18;CHER;18103;GRAÇAY
18104;18;CHER;18104;GROISES
18105;18;CHER;18105;GRON
18106;18;CHER;18106;GROSSOUVRE
18107;18;CHER;18107;LA GROUTTE
18108;18;CHER;18108;LA GUERCHE-SUR-L'AUBOIS
18109;18;CHER;18109;HENRICHEMONT
18110;18;CHER;18110;HERRY
18111;18;CHER;18111;HUMBLIGNY
18112;18;CHER;18112;IDS-SAINT-ROCH
18113;18;CHER;18113;IGNOL
18114;18;CHER;18114;INEUIL
18115;18;CHER;18115;IVOY-LE-PRÉ
18116;18;CHER;18116;JALOGNES
18117;18;CHER;18117;JARS
18118;18;CHER;18118;JOUET-SUR-L'AUBOIS
18119;18;CHER;18119;JUSSY-CHAMPAGNE
18120;18;CHER;18120;JUSSY-LE-CHAUDRIER
18121;18;CHER;18121;LANTAN
18122;18;CHER;18122;LAPAN
18124;18;CHER;18124;LAZENAY
18125;18;CHER;18125;LÉRÉ
18126;18;CHER;18126;LEVET
18127;18;CHER;18127;LIGNIÈRES
18128;18;CHER;18128;LIMEUX
18129;18;CHER;18129;LISSAY-LOCHY
18130;18;CHER;18130;LOYE-SUR-ARNON
18132;18;CHER;18132;LUGNY-CHAMPAGNE
18133;18;CHER;18133;LUNERY
18134;18;CHER;18134;LURY-SUR-ARNON
18135;18;CHER;18135;MAISONNAIS
18136;18;CHER;18136;MARÇAIS
18137;18;CHER;18137;MAREUIL-SUR-ARNON
18138;18;CHER;18138;MARMAGNE
18139;18;CHER;18139;MARSEILLES-LÈS-AUBIGNY
18140;18;CHER;18140;MASSAY
18141;18;CHER;18141;MEHUN-SUR-YÈVRE
18142;18;CHER;18142;MEILLANT
18143;18;CHER;18143;MENETOU-COUTURE
18144;18;CHER;18144;MENETOU-RÂTEL
18145;18;CHER;18145;MENETOU-SALON
18146;18;CHER;18146;MÉNÉTRÉOL-SOUS-SANCERRE
18147;18;CHER;18147;MÉNÉTRÉOL-SUR-SAULDRE
18148;18;CHER;18148;MÉREAU
18149;18;CHER;18149;MÉRY-ÈS-BOIS
18150;18;CHER;18150;MÉRY-SUR-CHER
18151;18;CHER;18151;MONTIGNY
18152;18;CHER;18152;MONTLOUIS
18153;18;CHER;18153;MORLAC
18154;18;CHER;18154;MORNAY-BERRY
18155;18;CHER;18155;MORNAY-SUR-ALLIER
18156;18;CHER;18156;MOROGUES
18157;18;CHER;18157;MORTHOMIERS
18158;18;CHER;18158;MOULINS-SUR-YÈVRE
18159;18;CHER;18159;NANÇAY
18160;18;CHER;18160;NÉRONDES
18161;18;CHER;18161;NEUILLY-EN-DUN
18162;18;CHER;18162;NEUILLY-EN-SANCERRE
18163;18;CHER;18163;NEUVY-DEUX-CLOCHERS
18164;18;CHER;18164;NEUVY-LE-BARROIS
18165;18;CHER;18165;NEUVY-SUR-BARANGEON
18166;18;CHER;18166;NOHANT-EN-GOÛT
18167;18;CHER;18167;NOHANT-EN-GRAÇAY
18168;18;CHER;18168;LE NOYER
18169;18;CHER;18169;NOZIÈRES
18170;18;CHER;18170;OIZON
18171;18;CHER;18171;ORCENAIS
18172;18;CHER;18172;ORVAL
18173;18;CHER;18173;OSMERY
18174;18;CHER;18174;OSMOY
18175;18;CHER;18175;OUROUER-LES-BOURDELINS
18176;18;CHER;18176;PARASSY
18178;18;CHER;18178;LA PERCHE
18179;18;CHER;18179;PIGNY
18180;18;CHER;18180;PLAIMPIED-GIVAUDINS
18181;18;CHER;18181;PLOU
18182;18;CHER;18182;POISIEUX
18183;18;CHER;18183;LE PONDY
18184;18;CHER;18184;PRÉCY
18185;18;CHER;18185;PRESLY
18186;18;CHER;18186;PREUILLY
18187;18;CHER;18187;PRÉVERANGES
18188;18;CHER;18188;PRIMELLES
18189;18;CHER;18189;QUANTILLY
18190;18;CHER;18190;QUINCY
18191;18;CHER;18191;RAYMOND
18192;18;CHER;18192;REIGNY
18193;18;CHER;18193;REZAY
18194;18;CHER;18194;RIANS
18195;18;CHER;18195;SAGONNE
18196;18;CHER;18196;SAINT-AIGNAN-DES-NOYERS
18197;18;CHER;18197;SAINT-AMAND-MONTROND
18198;18;CHER;18198;SAINT-AMBROIX
18199;18;CHER;18199;SAINT-BAUDEL
18200;18;CHER;18200;SAINT-BOUIZE
18201;18;CHER;18201;SAINT-CAPRAIS
18203;18;CHER;18203;SAINT-CHRISTOPHE-LE-CHAUDRY
18204;18;CHER;18204;SAINT-DENIS-DE-PALIN
18205;18;CHER;18205;SAINT-DOULCHARD
18206;18;CHER;18206;SAINT-ELOY-DE-GY
18207;18;CHER;18207;SAINT-FLORENT-SUR-CHER
18208;18;CHER;18208;SAINTE-GEMME-EN-SANCERROIS
18209;18;CHER;18209;SAINT-GEORGES-DE-POISIEUX
18210;18;CHER;18210;SAINT-GEORGES-SUR-LA-PRÉE
18211;18;CHER;18211;SAINT-GEORGES-SUR-MOULON
18212;18;CHER;18212;SAINT-GERMAIN-DES-BOIS
18213;18;CHER;18213;SAINT-GERMAIN-DU-PUY
18214;18;CHER;18214;SAINT-HILAIRE-DE-COURT
18215;18;CHER;18215;SAINT-HILAIRE-DE-GONDILLY
18216;18;CHER;18216;SAINT-HILAIRE-EN-LIGNIÈRES
18217;18;CHER;18217;SAINT-JEANVRIN
18218;18;CHER;18218;SAINT-JUST
18219;18;CHER;18219;SAINT-LAURENT
18220;18;CHER;18220;SAINT-LÉGER-LE-PETIT
18221;18;CHER;18221;SAINT-LOUP-DES-CHAUMES
18223;18;CHER;18223;SAINT-MARTIN-D'AUXIGNY
18224;18;CHER;18224;SAINT-MARTIN-DES-CHAMPS
18225;18;CHER;18225;SAINT-MAUR
18226;18;CHER;18226;SAINT-MICHEL-DE-VOLANGIS
18227;18;CHER;18227;SAINTE-MONTAINE
18228;18;CHER;18228;SAINT-OUTRILLE
18229;18;CHER;18229;SAINT-PALAIS
18230;18;CHER;18230;SAINT-PIERRE-LES-BOIS
18231;18;CHER;18231;SAINT-PIERRE-LES-ETIEUX
18232;18;CHER;18232;SAINT-PRIEST-LA-MARCHE
18233;18;CHER;18233;SAINT-SATUR
18234;18;CHER;18234;SAINT-SATURNIN
18235;18;CHER;18235;SAINTE-SOLANGE
18236;18;CHER;18236;SAINT-SYMPHORIEN
18237;18;CHER;18237;SAINTE-THORETTE
18238;18;CHER;18238;SAINT-VITTE
18240;18;CHER;18240;SANCERGUES
18241;18;CHER;18241;SANCERRE
18242;18;CHER;18242;SANCOINS
18243;18;CHER;18243;SANTRANGES
18244;18;CHER;18244;SAUGY
18245;18;CHER;18245;SAULZAIS-LE-POTIER
18246;18;CHER;18246;SAVIGNY-EN-SANCERRE
18247;18;CHER;18247;SAVIGNY-EN-SEPTAINE
18248;18;CHER;18248;SENNEÇAY
18249;18;CHER;18249;SENS-BEAUJEU
18251;18;CHER;18251;SÉVRY
18252;18;CHER;18252;SIDIAILLES
18253;18;CHER;18253;SOULANGIS
18254;18;CHER;18254;SOYE-EN-SEPTAINE
18255;18;CHER;18255;LE SUBDRAY
18256;18;CHER;18256;SUBLIGNY
18257;18;CHER;18257;SURY-PRÈS-LÉRÉ
18258;18;CHER;18258;SURY-EN-VAUX
18259;18;CHER;18259;SURY-ÈS-BOIS
18260;18;CHER;18260;TENDRON
18261;18;CHER;18261;THAUMIERS
18262;18;CHER;18262;THAUVENAY
18263;18;CHER;18263;THÉNIOUX
18264;18;CHER;18264;THOU
18265;18;CHER;18265;TORTERON
18266;18;CHER;18266;TOUCHAY
18267;18;CHER;18267;TROUY
18268;18;CHER;18268;UZAY-LE-VENON
18269;18;CHER;18269;VAILLY-SUR-SAULDRE
18270;18;CHER;18270;VALLENAY
18271;18;CHER;18271;VASSELAY
18272;18;CHER;18272;VEAUGUES
18273;18;CHER;18273;VENESMES
18274;18;CHER;18274;VERDIGNY
18275;18;CHER;18275;VEREAUX
18276;18;CHER;18276;VERNAIS
18278;18;CHER;18278;VESDUN
18279;18;CHER;18279;VIERZON
18280;18;CHER;18280;VIGNOUX-SOUS-LES-AIX
18281;18;CHER;18281;VIGNOUX-SUR-BARANGEON
18282;18;CHER;18282;VILLABON
18283;18;CHER;18283;VILLECELIN
18284;18;CHER;18284;VILLEGENON
18285;18;CHER;18285;VILLENEUVE-SUR-CHER
18286;18;CHER;18286;VILLEQUIERS
18287;18;CHER;18287;VINON
18288;18;CHER;18288;VORLY
18289;18;CHER;18289;VORNAY
18290;18;CHER;18290;VOUZERON
19001;19;CORREZE;19001;AFFIEUX
19002;19;CORREZE;19002;AIX
19003;19;CORREZE;19003;ALBIGNAC
19004;19;CORREZE;19004;ALBUSSAC
19005;19;CORREZE;19005;ALLASSAC
19006;19;CORREZE;19006;ALLEYRAT
19007;19;CORREZE;19007;ALTILLAC
19008;19;CORREZE;19008;AMBRUGEAT
19009;19;CORREZE;19009;LES ANGLES-SUR-CORRÈZE
19010;19;CORREZE;19010;ARGENTAT-SUR-DORDOGNE
19011;19;CORREZE;19011;ARNAC-POMPADOUR
19012;19;CORREZE;19012;ASTAILLAC
19013;19;CORREZE;19013;AUBAZINE
19014;19;CORREZE;19014;AURIAC
19015;19;CORREZE;19015;AYEN
19016;19;CORREZE;19016;BAR
19017;19;CORREZE;19017;BASSIGNAC-LE-BAS
19018;19;CORREZE;19018;BASSIGNAC-LE-HAUT
19019;19;CORREZE;19019;BEAULIEU-SUR-DORDOGNE
19020;19;CORREZE;19020;BEAUMONT
19021;19;CORREZE;19021;BELLECHASSAGNE
19022;19;CORREZE;19022;BENAYES
19023;19;CORREZE;19023;BEYNAT
19024;19;CORREZE;19024;BEYSSAC
19025;19;CORREZE;19025;BEYSSENAC
19026;19;CORREZE;19026;BILHAC
19027;19;CORREZE;19027;BONNEFOND
19028;19;CORREZE;19028;BORT-LES-ORGUES
19029;19;CORREZE;19029;BRANCEILLES
19030;19;CORREZE;19030;BRIGNAC-LA-PLAINE
19031;19;CORREZE;19031;BRIVE-LA-GAILLARDE
19033;19;CORREZE;19033;BUGEAT
19034;19;CORREZE;19034;CAMPS-SAINT-MATHURIN-LÉOBAZEL
19035;19;CORREZE;19035;CHABRIGNAC
19036;19;CORREZE;19036;CHAMBERET
19037;19;CORREZE;19037;CHAMBOULIVE
19038;19;CORREZE;19038;CHAMEYRAT
19039;19;CORREZE;19039;CHAMPAGNAC-LA-NOAILLE
19040;19;CORREZE;19040;CHAMPAGNAC-LA-PRUNE
19041;19;CORREZE;19041;CHANAC-LES-MINES
19042;19;CORREZE;19042;CHANTEIX
19043;19;CORREZE;19043;LA CHAPELLE-AUX-BROCS
19044;19;CORREZE;19044;LA CHAPELLE-AUX-SAINTS
19045;19;CORREZE;19045;LA CHAPELLE-SAINT-GÉRAUD
19046;19;CORREZE;19046;CHAPELLE-SPINASSE
19047;19;CORREZE;19047;CHARTRIER-FERRIÈRE
19048;19;CORREZE;19048;LE CHASTANG
19049;19;CORREZE;19049;CHASTEAUX
19050;19;CORREZE;19050;CHAUFFOUR-SUR-VELL
19051;19;CORREZE;19051;CHAUMEIL
19052;19;CORREZE;19052;CHAVANAC
19053;19;CORREZE;19053;CHAVEROCHE
19054;19;CORREZE;19054;CHENAILLER-MASCHEIX
19055;19;CORREZE;19055;CHIRAC-BELLEVUE
19056;19;CORREZE;19056;CLERGOUX
19057;19;CORREZE;19057;COLLONGES-LA-ROUGE
19058;19;CORREZE;19058;COMBRESSOL
19059;19;CORREZE;19059;CONCÈZE
19060;19;CORREZE;19060;CONDAT-SUR-GANAVEIX
19061;19;CORREZE;19061;CORNIL
19062;19;CORREZE;19062;CORRÈZE
19063;19;CORREZE;19063;COSNAC
19064;19;CORREZE;19064;COUFFY-SUR-SARSONNE
19065;19;CORREZE;19065;COURTEIX
19066;19;CORREZE;19066;CUBLAC
19067;19;CORREZE;19067;CUREMONTE
19068;19;CORREZE;19068;DAMPNIAT
19069;19;CORREZE;19069;DARAZAC
19070;19;CORREZE;19070;DARNETS
19071;19;CORREZE;19071;DAVIGNAC
19072;19;CORREZE;19072;DONZENAC
19073;19;CORREZE;19073;EGLETONS
19075;19;CORREZE;19075;ESPAGNAC
19076;19;CORREZE;19076;ESPARTIGNAC
19077;19;CORREZE;19077;ESTIVALS
19078;19;CORREZE;19078;ESTIVAUX
19079;19;CORREZE;19079;EYBURIE
19080;19;CORREZE;19080;EYGURANDE
19081;19;CORREZE;19081;EYREIN
19082;19;CORREZE;19082;FAVARS
19083;19;CORREZE;19083;FEYT
19084;19;CORREZE;19084;FORGÈS
19085;19;CORREZE;19085;GIMEL-LES-CASCADES
19086;19;CORREZE;19086;GOULLES
19087;19;CORREZE;19087;GOURDON-MURAT
19088;19;CORREZE;19088;GRANDSAIGNE
19089;19;CORREZE;19089;GROS-CHASTANG
19090;19;CORREZE;19090;GUMONT
19091;19;CORREZE;19091;HAUTEFAGE
19093;19;CORREZE;19093;JUGEALS-NAZARETH
19094;19;CORREZE;19094;JUILLAC
19095;19;CORREZE;19095;LACELLE
19096;19;CORREZE;19096;LADIGNAC-SUR-RONDELLES
19097;19;CORREZE;19097;LAFAGE-SUR-SOMBRE
19098;19;CORREZE;19098;LAGARDE-MARC-LA-TOUR
19099;19;CORREZE;19099;LAGLEYGEOLLE
19100;19;CORREZE;19100;LAGRAULIÈRE
19101;19;CORREZE;19101;LAGUENNE-SUR-AVALOUZE
19102;19;CORREZE;19102;LAMAZIÈRE-BASSE
19103;19;CORREZE;19103;LAMAZIÈRE-HAUTE
19104;19;CORREZE;19104;LAMONGERIE
19105;19;CORREZE;19105;LANTEUIL
19106;19;CORREZE;19106;LAPLEAU
19107;19;CORREZE;19107;LARCHE
19108;19;CORREZE;19108;LAROCHE-PRÈS-FEYT
19109;19;CORREZE;19109;LASCAUX
19110;19;CORREZE;19110;LATRONCHE
19111;19;CORREZE;19111;LAVAL-SUR-LUZÈGE
19112;19;CORREZE;19112;LESTARDS
19113;19;CORREZE;19113;LIGINIAC
19114;19;CORREZE;19114;LIGNAREIX
19115;19;CORREZE;19115;LIGNEYRAC
19116;19;CORREZE;19116;LIOURDRES
19117;19;CORREZE;19117;LISSAC-SUR-COUZE
19118;19;CORREZE;19118;LE LONZAC
19119;19;CORREZE;19119;LOSTANGES
19120;19;CORREZE;19120;LOUIGNAC
19121;19;CORREZE;19121;LUBERSAC
19122;19;CORREZE;19122;MADRANGES
19123;19;CORREZE;19123;MALEMORT
19124;19;CORREZE;19124;MANSAC
19125;19;CORREZE;19125;MARCILLAC-LA-CROISILLE
19126;19;CORREZE;19126;MARCILLAC-LA-CROZE
19128;19;CORREZE;19128;MARGERIDES
19129;19;CORREZE;19129;MASSERET
19130;19;CORREZE;19130;MAUSSAC
19131;19;CORREZE;19131;MEILHARDS
19132;19;CORREZE;19132;MÉNOIRE
19133;19;CORREZE;19133;MERCOEUR
19134;19;CORREZE;19134;MERLINES
19135;19;CORREZE;19135;MESTES
19136;19;CORREZE;19136;MEYMAC
19137;19;CORREZE;19137;MEYRIGNAC-L'EGLISE
19138;19;CORREZE;19138;MEYSSAC
19139;19;CORREZE;19139;MILLEVACHES
19140;19;CORREZE;19140;MONCEAUX-SUR-DORDOGNE
19141;19;CORREZE;19141;MONESTIER-MERLINES
19142;19;CORREZE;19142;MONESTIER-PORT-DIEU
19143;19;CORREZE;19143;MONTAIGNAC-SUR-DOUSTRE
19144;19;CORREZE;19144;MONTGIBAUD
19145;19;CORREZE;19145;MOUSTIER-VENTADOUR
19146;19;CORREZE;19146;NAVES
19147;19;CORREZE;19147;NESPOULS
19148;19;CORREZE;19148;NEUVIC
19149;19;CORREZE;19149;NEUVILLE
19150;19;CORREZE;19150;NOAILHAC
19151;19;CORREZE;19151;NOAILLES
19152;19;CORREZE;19152;NONARDS
19153;19;CORREZE;19153;OBJAT
19154;19;CORREZE;19154;ORGNAC-SUR-VÉZÈRE
19155;19;CORREZE;19155;ORLIAC-DE-BAR
19156;19;CORREZE;19156;PALAZINGES
19157;19;CORREZE;19157;PALISSE
19158;19;CORREZE;19158;PANDRIGNES
19159;19;CORREZE;19159;PÉRET-BEL-AIR
19160;19;CORREZE;19160;PÉROLS-SUR-VÉZÈRE
19161;19;CORREZE;19161;PERPEZAC-LE-BLANC
19162;19;CORREZE;19162;PERPEZAC-LE-NOIR
19163;19;CORREZE;19163;LE PESCHER
19164;19;CORREZE;19164;PEYRELEVADE
19165;19;CORREZE;19165;PEYRISSAC
19166;19;CORREZE;19166;PIERREFITTE
19167;19;CORREZE;19167;CONFOLENT-PORT-DIEU
19168;19;CORREZE;19168;PRADINES
19169;19;CORREZE;19169;PUY-D'ARNAC
19170;19;CORREZE;19170;QUEYSSAC-LES-VIGNES
19171;19;CORREZE;19171;REYGADES
19172;19;CORREZE;19172;RILHAC-TREIGNAC
19173;19;CORREZE;19173;RILHAC-XAINTRIE
19174;19;CORREZE;19174;LA ROCHE-CANILLAC
19175;19;CORREZE;19175;ROCHE-LE-PEYROUX
19176;19;CORREZE;19176;ROSIERS-D'EGLETONS
19177;19;CORREZE;19177;ROSIERS-DE-JUILAC
19178;19;CORREZE;19178;SADROC
19179;19;CORREZE;19179;SAILLAC
19180;19;CORREZE;19180;SAINT-ANGEL
19181;19;CORREZE;19181;SAINT-AUGUSTIN
19182;19;CORREZE;19182;SAINT-AULAIRE
19184;19;CORREZE;19184;SAINT-BAZILE-DE-MEYSSAC
19186;19;CORREZE;19186;SAINT-BONNET-ELVERT
19187;19;CORREZE;19187;SAINT-BONNET-LA-RIVIÈRE
19188;19;CORREZE;19188;SAINT-BONNET-L'ENFANTIER
19190;19;CORREZE;19190;SAINT-BONNET-PRÈS-BORT
19191;19;CORREZE;19191;SAINT-CERNIN-DE-LARCHE
19192;19;CORREZE;19192;SAINT-CHAMANT
19193;19;CORREZE;19193;SAINT-CIRGUES-LA-LOUTRE
19194;19;CORREZE;19194;SAINT-CLÉMENT
19195;19;CORREZE;19195;SAINT-CYPRIEN
19196;19;CORREZE;19196;SAINT-CYR-LA-ROCHE
19198;19;CORREZE;19198;SAINT-ELOY-LES-TUILERIES
19199;19;CORREZE;19199;SAINT-ETIENNE-AUX-CLOS
19200;19;CORREZE;19200;SAINT-ETIENNE-LA-GENESTE
19201;19;CORREZE;19201;SAINT-EXUPÉRY-LES-ROCHES
19202;19;CORREZE;19202;SAINTE-FÉRÉOLE
19203;19;CORREZE;19203;SAINTE-FORTUNADE
19204;19;CORREZE;19204;SAINT-FRÉJOUX
19205;19;CORREZE;19205;SAINT-GENIEZ-Ô-MERLE
19206;19;CORREZE;19206;SAINT-GERMAIN-LAVOLPS
19207;19;CORREZE;19207;SAINT-GERMAIN-LES-VERGNES
19208;19;CORREZE;19208;SAINT-HILAIRE-FOISSAC
19209;19;CORREZE;19209;SAINT-HILAIRE-LES-COURBES
19210;19;CORREZE;19210;SAINT-HILAIRE-LUC
19211;19;CORREZE;19211;SAINT-HILAIRE-PEYROUX
19212;19;CORREZE;19212;SAINT-HILAIRE-TAURIEUX
19213;19;CORREZE;19213;SAINT-JAL
19214;19;CORREZE;19214;SAINT-JULIEN-AUX-BOIS
19215;19;CORREZE;19215;SAINT-JULIEN-LE-PÈLERIN
19216;19;CORREZE;19216;SAINT-JULIEN-LE-VENDÔMOIS
19217;19;CORREZE;19217;SAINT-JULIEN-MAUMONT
19219;19;CORREZE;19219;SAINTE-MARIE-LAPANOUZE
19220;19;CORREZE;19220;SAINT-MARTIAL-DE-GIMEL
19221;19;CORREZE;19221;SAINT-MARTIAL-ENTRAYGUES
19222;19;CORREZE;19222;SAINT-MARTIN-LA-MÉANNE
19223;19;CORREZE;19223;SAINT-MARTIN-SEPERT
19225;19;CORREZE;19225;SAINT-MERD-DE-LAPLEAU
19226;19;CORREZE;19226;SAINT-MERD-LES-OUSSINES
19227;19;CORREZE;19227;SAINT-MEXANT
19228;19;CORREZE;19228;SAINT-PANTALÉON-DE-LAPLEAU
19229;19;CORREZE;19229;SAINT-PANTALÉON-DE-LARCHE
19230;19;CORREZE;19230;SAINT-PARDOUX-CORBIER
19231;19;CORREZE;19231;SAINT-PARDOUX-LA-CROISILLE
19232;19;CORREZE;19232;SAINT-PARDOUX-LE-NEUF
19233;19;CORREZE;19233;SAINT-PARDOUX-LE-VIEUX
19234;19;CORREZE;19234;SAINT-PARDOUX-L'ORTIGIER
19235;19;CORREZE;19235;SAINT-PAUL
19236;19;CORREZE;19236;SAINT-PRIEST-DE-GIMEL
19237;19;CORREZE;19237;SAINT-PRIVAT
19238;19;CORREZE;19238;SAINT-RÉMY
19239;19;CORREZE;19239;SAINT-ROBERT
19240;19;CORREZE;19240;SAINT-SALVADOUR
19241;19;CORREZE;19241;SAINT-SETIERS
19242;19;CORREZE;19242;SAINT-SOLVE
19243;19;CORREZE;19243;SAINT-SORNIN-LAVOLPS
19244;19;CORREZE;19244;SAINT-SULPICE-LES-BOIS
19245;19;CORREZE;19245;SAINT-SYLVAIN
19246;19;CORREZE;19246;SAINT-VIANCE
19247;19;CORREZE;19247;SAINT-VICTOUR
19248;19;CORREZE;19248;SAINT-YBARD
19249;19;CORREZE;19249;SAINT-YRIEIX-LE-DÉJALAT
19250;19;CORREZE;19250;SALON-LA-TOUR
19251;19;CORREZE;19251;SARRAN
19252;19;CORREZE;19252;SARROUX - SAINT JULIEN
19253;19;CORREZE;19253;SEGONZAC
19254;19;CORREZE;19254;SÉGUR-LE-CHÂTEAU
19255;19;CORREZE;19255;SEILHAC
19256;19;CORREZE;19256;SÉRANDON
19257;19;CORREZE;19257;SÉRILHAC
19258;19;CORREZE;19258;SERVIÈRES-LE-CHÂTEAU
19259;19;CORREZE;19259;SEXCLES
19260;19;CORREZE;19260;SIONIAC
19261;19;CORREZE;19261;SORNAC
19262;19;CORREZE;19262;SOUDAINE-LAVINADIÈRE
19263;19;CORREZE;19263;SOUDEILLES
19264;19;CORREZE;19264;SOURSAC
19265;19;CORREZE;19265;TARNAC
19266;19;CORREZE;19266;THALAMY
19269;19;CORREZE;19269;TREIGNAC
19270;19;CORREZE;19270;TROCHE
19271;19;CORREZE;19271;TUDEILS
19272;19;CORREZE;19272;TULLE
19273;19;CORREZE;19273;TURENNE
19274;19;CORREZE;19274;USSAC
19275;19;CORREZE;19275;USSEL
19276;19;CORREZE;19276;UZERCHE
19277;19;CORREZE;19277;VALIERGUES
19278;19;CORREZE;19278;VARETZ
19279;19;CORREZE;19279;VARS-SUR-ROSEIX
19280;19;CORREZE;19280;VÉGENNES
19281;19;CORREZE;19281;VEIX
19283;19;CORREZE;19283;VEYRIÈRES
19284;19;CORREZE;19284;VIAM
19285;19;CORREZE;19285;VIGEOIS
19286;19;CORREZE;19286;VIGNOLS
19287;19;CORREZE;19287;VITRAC-SUR-MONTANE
19288;19;CORREZE;19288;VOUTEZAC
19289;19;CORREZE;19289;YSSANDON
21001;21;COTE-D'OR;21001;AGENCOURT
21002;21;COTE-D'OR;21002;AGEY
21003;21;COTE-D'OR;21003;AHUY
21004;21;COTE-D'OR;21004;AIGNAY-LE-DUC
21005;21;COTE-D'OR;21005;AISEREY
21006;21;COTE-D'OR;21006;AISEY-SUR-SEINE
21007;21;COTE-D'OR;21007;AISY-SOUS-THIL
21008;21;COTE-D'OR;21008;ALISE-SAINTE-REINE
21009;21;COTE-D'OR;21009;ALLEREY
21010;21;COTE-D'OR;21010;ALOXE-CORTON
21011;21;COTE-D'OR;21011;AMPILLY-LES-BORDES
21012;21;COTE-D'OR;21012;AMPILLY-LE-SEC
21013;21;COTE-D'OR;21013;ANCEY
21014;21;COTE-D'OR;21014;ANTHEUIL
21015;21;COTE-D'OR;21015;ANTIGNY-LA-VILLE
21016;21;COTE-D'OR;21016;ARCEAU
21017;21;COTE-D'OR;21017;ARCENANT
21020;21;COTE-D'OR;21020;ARCONCEY
21021;21;COTE-D'OR;21021;ARC-SUR-TILLE
21022;21;COTE-D'OR;21022;ARGILLY
21023;21;COTE-D'OR;21023;ARNAY-LE-DUC
21024;21;COTE-D'OR;21024;ARNAY-SOUS-VITTEAUX
21025;21;COTE-D'OR;21025;ARRANS
21026;21;COTE-D'OR;21026;ASNIÈRES-EN-MONTAGNE
21027;21;COTE-D'OR;21027;ASNIÈRES-LÈS-DIJON
21028;21;COTE-D'OR;21028;ATHÉE
21029;21;COTE-D'OR;21029;ATHIE
21030;21;COTE-D'OR;21030;AUBAINE
21031;21;COTE-D'OR;21031;AUBIGNY-EN-PLAINE
21032;21;COTE-D'OR;21032;AUBIGNY-LA-RONCE
21033;21;COTE-D'OR;21033;AUBIGNY-LÈS-SOMBERNON
21034;21;COTE-D'OR;21034;AUTRICOURT
21035;21;COTE-D'OR;21035;AUVILLARS-SUR-SAÔNE
21036;21;COTE-D'OR;21036;AUXANT
21037;21;COTE-D'OR;21037;AUXEY-DURESSES
21038;21;COTE-D'OR;21038;AUXONNE
21040;21;COTE-D'OR;21040;AVOSNES
21041;21;COTE-D'OR;21041;AVOT
21042;21;COTE-D'OR;21042;BAGNOT
21043;21;COTE-D'OR;21043;BAIGNEUX-LES-JUIFS
21044;21;COTE-D'OR;21044;BALOT
21045;21;COTE-D'OR;21045;BARBIREY-SUR-OUCHE
21046;21;COTE-D'OR;21046;BARD-LE-RÉGULIER
21047;21;COTE-D'OR;21047;BARD-LÈS-EPOISSES
21048;21;COTE-D'OR;21048;BARGES
21050;21;COTE-D'OR;21050;BAUBIGNY
21051;21;COTE-D'OR;21051;BAULME-LA-ROCHE
21053;21;COTE-D'OR;21053;BEAUMONT-SUR-VINGEANNE
21054;21;COTE-D'OR;21054;BEAUNE
21056;21;COTE-D'OR;21056;BEIRE-LE-CHÂTEL
21057;21;COTE-D'OR;21057;BEIRE-LE-FORT
21058;21;COTE-D'OR;21058;BELAN-SUR-OURCE
21059;21;COTE-D'OR;21059;BELLEFOND
21060;21;COTE-D'OR;21060;BELLENEUVE
21061;21;COTE-D'OR;21061;BELLENOD-SUR-SEINE
21062;21;COTE-D'OR;21062;BELLENOT-SOUS-POUILLY
21063;21;COTE-D'OR;21063;BENEUVRE
21064;21;COTE-D'OR;21064;BENOISEY
21065;21;COTE-D'OR;21065;BESSEY-EN-CHAUME
21067;21;COTE-D'OR;21067;BESSEY-LÈS-CÎTEAUX
21068;21;COTE-D'OR;21068;BEUREY-BAUGUAY
21069;21;COTE-D'OR;21069;BEURIZOT
21070;21;COTE-D'OR;21070;BÉVY
21071;21;COTE-D'OR;21071;BÈZE
21072;21;COTE-D'OR;21072;BÉZOUOTTE
21074;21;COTE-D'OR;21074;BILLEY
21075;21;COTE-D'OR;21075;BILLY-LÈS-CHANCEAUX
21076;21;COTE-D'OR;21076;BINGES
21077;21;COTE-D'OR;21077;BISSEY-LA-CÔTE
21078;21;COTE-D'OR;21078;BISSEY-LA-PIERRE
