codecommune;dep;nomcommune;nomdep;REV_revmoyfoy1992;REV_revmoyfoy2002;REV_revmoyfoy2012;REV_revmoyfoy2022;DBL_bug
31292;31;LESCUNS;HAUTE-GARONNE;;18791.994;25310.568;26205.566;0
31293;31;LESPINASSE;HAUTE-GARONNE;23588.72563221573;26646.475;31294.301;32952.68;0
31294;31;LESPITEAU;HAUTE-GARONNE;25444.15270427699;64746.785;35236.02;33656.785;0
31295;31;LESPUGUE;HAUTE-GARONNE;13084.99914322188;18039.873;21472.432;26532.639;0
31296;31;LESTELLE-DE-ST-MARTORY;HAUTE-GARONNE;18487.08605167504;21782.568;23596.57;24285.955;0
31297;31;LEVIGNAC;HAUTE-GARONNE;29807.38882060651;33672.742;42118.297;42532.543;0
31299;31;LHERM;HAUTE-GARONNE;23906.44004793925;26980.02;32810.051;34197.711;0
31300;31;LIEOUX;HAUTE-GARONNE;;;26440.744;28578.113;0
31301;31;LILHAC;HAUTE-GARONNE;18650.65246530345;16813.754;19578.871;24980.014;0
31302;31;LODES;HAUTE-GARONNE;15095.51605853158;19246.064;22597.256;22812.633;0
31303;31;LONGAGES;HAUTE-GARONNE;20393.05859896504;24343.941;28566.432;30766.977;0
31304;31;LOUBENS-LAURAGAIS;HAUTE-GARONNE;18792.87047945637;32563.633;31084.779;34160.859;0
31305;31;LOUDET;HAUTE-GARONNE;14613.92128212854;17846.164;24748.123;31680.822;0
31306;31;LOURDE;HAUTE-GARONNE;24747.19025081236;28582.127;33125.289;31209.854;0
31308;31;LUSCAN;HAUTE-GARONNE;17059.56881027697;21186.074;20475.664;17318.9;0
31309;31;LUSSAN-ADEILHAC;HAUTE-GARONNE;16533.39355261629;18328.965;26108.709;25204.602;0
31310;31;LUX;HAUTE-GARONNE;20429.47645689382;25652.182;26717.439;30336.137;0
31311;31;MAGDELAINE-SUR-TARN;HAUTE-GARONNE;24134.36560704526;26704.209;30216.348;33248.797;0
31313;31;MALVEZIE;HAUTE-GARONNE;17660.14951905078;21227.104;24715.42;23444.873;0
31314;31;MANCIOUX;HAUTE-GARONNE;23745.38521071972;25396.596;30865.357;30010.348;0
31315;31;MANE;HAUTE-GARONNE;22465.10913629234;23955.273;25144.797;25690.352;0
31316;31;MARIGNAC;HAUTE-GARONNE;19798.44288416233;21196.219;21966.428;22646.477;0
31317;31;MARIGNAC-LASCLARES;HAUTE-GARONNE;16475.3133481609;18073.307;28122.609;32397.545;0
31318;31;MARIGNAC-LASPEYRES;HAUTE-GARONNE;21863.27263931409;27242.236;29375.193;31353.307;0
31319;31;MARLIAC;HAUTE-GARONNE;;15172.553;22463.852;23281.568;0
31320;31;MARQUEFAVE;HAUTE-GARONNE;21838.7847693275;25330.471;31167.932;31304.805;0
31321;31;MARSOULAS;HAUTE-GARONNE;16818.45747502434;21381.947;24203.635;27224.279;0
31322;31;MARTISSERRE;HAUTE-GARONNE;22918.13473104435;24909.107;29113.926;29266.674;0
31323;31;MARTRES-DE-RIVIERE;HAUTE-GARONNE;21218.73934338486;24481.551;29740.932;29648.4;0
31324;31;MARTRES-TOLOSANE;HAUTE-GARONNE;22052.58271113354;23664.928;25410.416;24691.98;0
31325;31;MASCARVILLE;HAUTE-GARONNE;16690.68102522249;26929.732;35463.934;36313.406;0
31326;31;MASSABRAC;HAUTE-GARONNE;13624.3601770292;15290.27;26221.172;26332.545;0
31327;31;MAURAN;HAUTE-GARONNE;21507.57063040624;22347.588;25852.922;26736.219;0
31328;31;MAUREMONT;HAUTE-GARONNE;24711.7142340369;34265.906;46102.719;80647.773;0
31329;31;MAURENS;HAUTE-GARONNE;19024.8773502268;26873.266;27084.57;31927.461;0
31330;31;MAURESSAC;HAUTE-GARONNE;23869.70824295936;25958.041;31044.242;32146.072;0
31331;31;MAUREVILLE;HAUTE-GARONNE;20286.31660158757;28710.355;38357.68;39459.211;0
31332;31;MAUVAISIN;HAUTE-GARONNE;19261.907373815;29083.695;32858.801;31381.783;0
31333;31;MAUVEZIN;HAUTE-GARONNE;12957.85058752225;21005.164;22231.701;27615.314;0
31334;31;MAUZAC;HAUTE-GARONNE;25978.80453231766;28808.115;36454.414;39804.453;0
31336;31;MAZERES-SUR-SALAT;HAUTE-GARONNE;23406.32239552071;25020.354;26654.465;28408.561;0
31337;31;MELLES;HAUTE-GARONNE;12811.86520875601;15833.015;18272.23;18807.455;0
31338;31;MENVILLE;HAUTE-GARONNE;36215.67602786784;36897.305;44448.027;48744.074;0
31339;31;MERENVIELLE;HAUTE-GARONNE;28812.4906156383;36005.098;43208.215;46591.641;0
31340;31;MERVILLA;HAUTE-GARONNE;69477.42425183982;60816.496;96866.516;128858.06;0
31341;31;MERVILLE;HAUTE-GARONNE;25909.73618107341;33626.605;36398.355;37070.625;0
31342;31;MILHAS;HAUTE-GARONNE;13832.82101896637;19046.973;20344.354;23833.975;0
31343;31;MIRAMBEAU;HAUTE-GARONNE;;24496.697;23224.881;23409.402;0
31344;31;MIRAMONT-DE-COMMINGES;HAUTE-GARONNE;19246.2100212595;20032.059;23395.68;21656.596;0
31345;31;MIREMONT;HAUTE-GARONNE;23256.56965214114;28051.787;33117.238;35805.383;0
31346;31;MIREPOIX-SUR-TARN;HAUTE-GARONNE;21983.82830694041;24657.434;28673.998;30049.617;0
31347;31;MOLAS;HAUTE-GARONNE;16732.12203596904;26549.107;26914.316;23691.904;0
31349;31;MONDAVEZAN;HAUTE-GARONNE;17659.52162494856;21703.814;27702.063;31113.563;0
31350;31;MONDILHAN;HAUTE-GARONNE;10270.14988296786;14562.185;18546.541;19617.604;0
31351;31;MONDONVILLE;HAUTE-GARONNE;30538.25755559104;35012.934;35334.859;37301.289;0
31352;31;MONDOUZIL;HAUTE-GARONNE;56005.01444754798;49093.328;52354.453;50586.984;0
31353;31;MONES;HAUTE-GARONNE;;37051.48;36582.223;47613.984;0
31354;31;MONESTROL;HAUTE-GARONNE;;40601.988;37164.582;33276.695;0
31355;31;MONS;HAUTE-GARONNE;37371.00117595337;50971.398;59333.945;62323.82;0
31356;31;MONTAIGUT-SUR-SAVE;HAUTE-GARONNE;30555.83859045322;35270.082;44467.266;46462.219;0
31357;31;MONTASTRUC-DE-SALIES;HAUTE-GARONNE;16916.40895497072;20013.023;23566.098;26364.869;0
31358;31;MONTASTRUC-LA-CONSEILLER;HAUTE-GARONNE;33423.43095529375;36178.281;43174.035;45553.379;0
31359;31;MONTASTRUC-SAVES;HAUTE-GARONNE;15135.07338697147;19717.977;24013.346;27738.564;0
31360;31;MONTAUBAN-DE-LUCHON;HAUTE-GARONNE;25773.16921384048;26294.746;37077.57;28518.338;0
31361;31;MONTAUT;HAUTE-GARONNE;24924.25638763851;26419.668;37018.293;38513.898;0
31362;31;MONTBERAUD;HAUTE-GARONNE;17907.85374237672;18919.418;29096.344;30799.203;0
31363;31;MONTBERNARD;HAUTE-GARONNE;14571.22448317755;16276.102;19732.752;23587.959;0
31364;31;MONTBERON;HAUTE-GARONNE;29443.8381354209;35924.898;41805.457;41648.73;0
31365;31;MONTBRUN-BOCAGE;HAUTE-GARONNE;13919.47040507279;14782.274;17685.945;17273.33;0
31366;31;MONTBRUN-LAURAGAIS;HAUTE-GARONNE;29258.60937526588;41420.543;48660.031;56285.797;0
31367;31;MONTCLAR-DE-COMMINGES;HAUTE-GARONNE;15672.55073847213;18410.777;27248.088;29075.773;0
31368;31;MONTCLAR-LAURAGAIS;HAUTE-GARONNE;18936.65822886484;25183.574;36138.59;40571.734;0
31370;31;MONTEGUT-BOURJAC;HAUTE-GARONNE;17336.15616230506;29865.107;31923.664;30942.318;0
31371;31;MONTEGUT-LAURAGAIS;HAUTE-GARONNE;19732.20005637808;22245.273;29031.154;30471.396;0
31372;31;MONTESPAN;HAUTE-GARONNE;17036.33672849482;24615.291;24656.02;26798.332;0
31373;31;MONTESQUIEU-GUITTAUT;HAUTE-GARONNE;13390.46962395211;18261.867;24625.666;22669.172;0
31374;31;MONTESQUIEU-LAURAGAIS;HAUTE-GARONNE;23758.25703981524;28625.236;35604.961;36714.199;0
31375;31;MONTESQUIEU-VOLVESTRE;HAUTE-GARONNE;18875.43855389835;20783.732;24254.396;24650.912;0
31376;31;MONTGAILLARD-DE-SALIES;HAUTE-GARONNE;14163.72121083652;14714.971;18134.268;17687.926;0
31377;31;MONTGAILLARD-LAURAGAIS;HAUTE-GARONNE;19352.32412453474;26209.791;34489.98;40071.992;0
31378;31;MONTGAILLARD-SUR-SAVE;HAUTE-GARONNE;;22145.9;25904.311;29152.156;0
31379;31;MONTGAZIN;HAUTE-GARONNE;18762.73156254979;23123.869;33547.512;30163.514;0
31380;31;MONTGEARD;HAUTE-GARONNE;23850.87141989275;28954.529;33105.672;37435.488;0
31381;31;MONTGISCARD;HAUTE-GARONNE;30548.30386122657;37888.496;39489.605;39176.672;0
31382;31;MONTGRAS;HAUTE-GARONNE;21404.5959976421;19801.572;27677.092;31626.469;0
31383;31;MONTJOIRE;HAUTE-GARONNE;24005.96126314119;28267.383;45132.461;37363.063;0
31384;31;MONTLAUR;HAUTE-GARONNE;29624.98558391148;33513.387;40576.457;41697.129;0
31385;31;MONTMAURIN;HAUTE-GARONNE;16936.18761919067;18541.547;23845.875;20444.293;0
31386;31;MONTOULIEU-SAINT-BERNARD;HAUTE-GARONNE;23686.0492180599;24862.723;28094.764;30661.127;0
31387;31;MONTOUSSIN;HAUTE-GARONNE;16678.7510372803;27084.746;32262.475;60189.078;0
31388;31;MONTPITOL;HAUTE-GARONNE;22001.09539475147;35330.859;53595.559;59191.258;0
31389;31;MONTRABE;HAUTE-GARONNE;39591.54866845578;40695.859;44685.559;45425.953;0
31390;31;MONTREJEAU;HAUTE-GARONNE;18634.64116569683;23384.725;20574.18;19315.51;0
31391;31;MONTSAUNES;HAUTE-GARONNE;21965.61937797602;25392.158;30336.658;30075.256;0
31392;31;MOURVILLES-BASSES;HAUTE-GARONNE;28098.88896846482;39031.91;35705.934;47158.547;0
31393;31;MOURVILLES-HAUTES;HAUTE-GARONNE;22515.34066446997;24480.422;31590.123;33078.918;0
31394;31;MOUSTAJON;HAUTE-GARONNE;27706.76910162818;30952.035;33847.75;31459.021;0
31395;31;MURET;HAUTE-GARONNE;26066.0818125263;26726.002;28930.545;29072.48;0
31396;31;NAILLOUX;HAUTE-GARONNE;19911.77776961311;22596.793;28184.285;31196.846;0
31398;31;NIZAN-SUR-GESSE;HAUTE-GARONNE;12280.66679827756;14088.118;17663.146;16000.354;0
31399;31;NOE;HAUTE-GARONNE;22758.33568202926;25989.629;29892.066;31134.131;0
31400;31;NOGARET;HAUTE-GARONNE;18914.68193528712;23350.977;27202.227;38308.68;0
31401;31;NOUEILLES;HAUTE-GARONNE;26268.57766049237;28541.232;35808.793;38286.531;0
31402;31;ODARS;HAUTE-GARONNE;36200.60656941455;42533.742;49053.168;48399.09;0
31403;31;ONDES;HAUTE-GARONNE;21161.6009800828;25426.5;32072.975;33997.863;0
31404;31;OO;HAUTE-GARONNE;15494.85670754376;17537.395;19538.656;22812.754;0
31405;31;ORE;HAUTE-GARONNE;15926.53390282027;23117.566;25471.488;25495.217;0
31406;31;PALAMINY;HAUTE-GARONNE;20334.66444745854;25480.895;27539.67;28501.531;0
31407;31;PAULHAC;HAUTE-GARONNE;22642.17527311849;29497.723;39379.082;43478.773;0
31408;31;PAYSSOUS;HAUTE-GARONNE;20905.73413342799;23060.492;25262.529;24979.416;0
31409;31;PECHABOU;HAUTE-GARONNE;41526.09039739682;50380.488;50295.691;50960.816;0
31410;31;PECHBONNIEU;HAUTE-GARONNE;29068.3574622931;35932.641;37605.715;40325.402;0
31411;31;PECHBUSQUE;HAUTE-GARONNE;52925.82177025916;59632.09;69600.766;125092.1;0
31412;31;PEGUILHAN;HAUTE-GARONNE;11009.18124128126;19482.295;22354.408;22910.004;0
31413;31;PELLEPORT;HAUTE-GARONNE;20561.96211246233;25318.414;33347.871;34225.262;0
31414;31;PEYRISSAS;HAUTE-GARONNE;15761.39775393631;16202.029;22683.986;25697.963;0
31415;31;PEYROUZET;HAUTE-GARONNE;23616.66691976454;21795.707;25134.713;25674.822;0
31416;31;PEYSSIES;HAUTE-GARONNE;19310.88311378819;22515.779;26678.471;30087.734;0
31417;31;PIBRAC;HAUTE-GARONNE;38975.58455417758;44488.684;51792.879;53099.461;0
31418;31;PIN-BALMA;HAUTE-GARONNE;44934.29958424911;56613.273;64383.301;68277.484;0
31419;31;PIN-MURELET;HAUTE-GARONNE;15782.43220636069;23937.746;30862.123;29600.383;0
31420;31;PINSAGUEL;HAUTE-GARONNE;29499.72071051851;42160.613;35238.18;35057.918;0
31421;31;PINS-JUSTARET;HAUTE-GARONNE;29366.60716084779;36469.207;34113.887;35245.773;0
31422;31;PLAGNE;HAUTE-GARONNE;21429.08386762869;20800.105;23667.459;20896.568;0
31423;31;PLAGNOLE;HAUTE-GARONNE;20153.51699896796;26509.055;29093.941;32423.918;0
31424;31;PLAISANCE-DU-TOUCH;HAUTE-GARONNE;31177.4537516514;35085.719;37707.871;39347.762;0
31425;31;PLAN;HAUTE-GARONNE;20896.6296689458;20400.135;23638.473;24050.717;0
31426;31;POINTIS-DE-RIVIERE;HAUTE-GARONNE;17452.94446531805;18263.213;24757.416;26430.525;0
31427;31;POINTIS-INARD;HAUTE-GARONNE;21333.64396409119;22091.982;25703.01;26347.104;0
31428;31;POLASTRON;HAUTE-GARONNE;;16529.289;25985.928;31558.811;0
31429;31;POMPERTUZAT;HAUTE-GARONNE;40057.44609230331;47427.535;47910.707;46726.59;0
31430;31;PONLAT-TAILLEBOURG;HAUTE-GARONNE;20039.86816646607;22470.68;27893.111;28361.459;0
31431;31;PORTET-D'ASPET;HAUTE-GARONNE;;12722.139;16272.935;14887.748;0
31433;31;PORTET-SUR-GARONNE;HAUTE-GARONNE;28514.24091708361;29833.283;33579.906;33274.789;0
31434;31;POUBEAU;HAUTE-GARONNE;20457.10379739152;24527.23;28270.465;32547.107;0
31435;31;POUCHARRAMET;HAUTE-GARONNE;23096.45665607494;28314.119;30846.416;32777.5;0
31436;31;POUY-DE-TOUGES;HAUTE-GARONNE;15953.84729626686;21252.217;26390.756;26682.395;0
31437;31;POUZE;HAUTE-GARONNE;21608.34763381261;31684.84;39185.133;48981.461;0
31439;31;PRESERVILLE;HAUTE-GARONNE;34017.73272304535;32661.281;48080.73;51750.008;0
31440;31;PROUPIARY;HAUTE-GARONNE;;23124.395;27139.98;32494.268;0
31441;31;PRUNET;HAUTE-GARONNE;20381.44255807396;24934.754;35810.664;38171.867;0
31442;31;PUYDANIEL;HAUTE-GARONNE;20894.43203958803;25191.916;30514.721;32918.703;0
31443;31;PUYMAURIN;HAUTE-GARONNE;11490.77601768431;16555.41;21106.225;19810.818;0
31444;31;PUYSSEGUR;HAUTE-GARONNE;16231.69043649939;25279.004;32183.389;31649.629;0
31445;31;QUINT;HAUTE-GARONNE;37584.17122365719;39805.27;46104.164;44278.809;0
31446;31;RAMONVILLE-SAINT-AGNE;HAUTE-GARONNE;37597.0430527527;36376.93;35459.547;34288.617;0
31447;31;RAZECUEILLE;HAUTE-GARONNE;;17862.736;20658.932;17185.912;0
31448;31;REBIGUE;HAUTE-GARONNE;46372.17707833381;52788.266;74678.68;63073.848;0
31449;31;REGADES;HAUTE-GARONNE;21570.36004062828;23838.465;27770.891;28909.496;0
31450;31;RENNEVILLE;HAUTE-GARONNE;21488.73380733963;26813.877;36716.809;44269.48;0
31451;31;REVEL;HAUTE-GARONNE;21954.63123118716;24269.738;25980.83;26293.443;0
31452;31;RIEUCAZE;HAUTE-GARONNE;;23954.264;26529.688;26841.887;0
31453;31;RIEUMAJOU;HAUTE-GARONNE;;22600.172;39154.418;35594.184;0
31454;31;RIEUMES;HAUTE-GARONNE;22005.80460051812;22281.119;25941.865;26312.883;0
31455;31;RIEUX;HAUTE-GARONNE;20480.02193212257;24135.775;27438.73;27665.592;0
31457;31;ROQUEFORT-SUR-GARONNE;HAUTE-GARONNE;22364.64607993708;23440.115;26512.273;27837.891;0
31458;31;ROQUES;HAUTE-GARONNE;32522.40291860748;34217.988;34963.207;34032.879;0
31459;31;ROQUESERIERE;HAUTE-GARONNE;25541.47629012116;30247.877;46239.688;42277.648;0
31460;31;ROQUETTES;HAUTE-GARONNE;37208.06265642718;36676.648;37926.426;35982.047;0
31461;31;ROUEDE;HAUTE-GARONNE;14994.4251080741;17744.922;21406.947;22703.781;0
31462;31;ROUFFIAC-TOLOSAN;HAUTE-GARONNE;42521.93044351836;48051.938;55991.32;56362.625;0
31463;31;ROUMENS;HAUTE-GARONNE;19643.03909386278;22041.9;32490.199;49354.324;0
31464;31;SABONNERES;HAUTE-GARONNE;18219.60316412915;26936.889;28096.668;31078.537;0
31466;31;SAIGUEDE;HAUTE-GARONNE;25301.62074307297;33135.945;42238.496;43040.996;0
31467;31;SAINT-ALBAN;HAUTE-GARONNE;27406.32177371572;28483.299;32292.236;30948.346;0
31468;31;SAINT-ANDRE;HAUTE-GARONNE;16271.56171199038;19469.291;24435.918;24326.256;0
31469;31;SAINT-ARAILLE;HAUTE-GARONNE;16569.49746349396;21627.002;24946.74;22778.064;0
31470;31;SAINT-AVENTIN;HAUTE-GARONNE;21959.34043695381;24242.764;27222.965;28092.695;0
31471;31;SAINT-BEAT;HAUTE-GARONNE;21913.81811454284;28054.449;23286.33;23601.021;0
31472;31;SAINT-BERTRAND-DE-COMMI.;HAUTE-GARONNE;16704.49469547134;20817.309;23753.912;24977.049;0
31473;31;SAINT-CEZERT;HAUTE-GARONNE;20651.43702202873;25911.061;32537.217;32245.846;0
31474;31;SAINT-CHRISTAUD;HAUTE-GARONNE;22967.11047101754;24397.164;29645.088;35741.656;0
31475;31;SAINT-CLAR-DE-RIVIERE;HAUTE-GARONNE;24323.98962591581;27114.24;32200.629;34188.73;0
31476;31;SAINT-ELIX-LE-CHATEAU;HAUTE-GARONNE;18346.43777277767;23786.912;31961.688;29670.695;0
31478;31;SAINT-FELIX-LAURAGAIS;HAUTE-GARONNE;19831.72127158001;24020.594;32822.523;29849.824;0
31479;31;ST-FERREOL-DE-COMMINGES;HAUTE-GARONNE;15365.19657543524;22069.588;27756.371;27357.961;0
31480;31;SAINTE-FOY-D'AIGREFEUILE;HAUTE-GARONNE;35691.69839956492;43145.008;50166.156;48847.813;0
31481;31;SAINTE-FOY-DE-PEYROLIERE;HAUTE-GARONNE;22418.95891977914;27634.141;32456.193;36740.582;0
31482;31;SAINT-FRAJOU;HAUTE-GARONNE;14336.07814189602;16786.607;24611.031;31837.986;0
31483;31;SAINT-GAUDENS;HAUTE-GARONNE;25118.27566522461;25234.625;24589.234;23154.791;0
31484;31;SAINT-GENIES-BELLEVUE;HAUTE-GARONNE;35503.95806300102;44938.738;46943.273;47615.895;0
31485;31;SAINT-GERMIER;HAUTE-GARONNE;;20484.971;33172.547;34667.457;0
31486;31;SAINT-HILAIRE;HAUTE-GARONNE;24467.46342827317;30424.941;33099.023;33876.285;0
31487;31;SAINT-IGNAN;HAUTE-GARONNE;18579.07253765033;21566.543;32622.697;28043.691;0
31488;31;SAINT-JEAN;HAUTE-GARONNE;33200.84249605662;34186.184;38178.75;38647.859;0
31489;31;SAINT-JEAN-LHERM;HAUTE-GARONNE;30899.61061141888;44435.051;54808.816;63030.129;0
31490;31;SAINT-JORY;HAUTE-GARONNE;22916.87894283991;26856.047;30836.283;31408.963;0
31491;31;SAINT-JULIA;HAUTE-GARONNE;18067.33884434071;23010.018;28046.818;28674.309;0
31492;31;SAINT-JULIEN;HAUTE-GARONNE;19427.9853638523;25643.01;28107.297;30381.699;0
31493;31;SAINT-LARY-BOUJEAN;HAUTE-GARONNE;16825.05036309766;17109.283;25339.648;26315.357;0
31494;31;SAINT-LAURENT;HAUTE-GARONNE;18657.87324747899;19221.893;25348.555;27859.799;0
31495;31;SAINT-LEON;HAUTE-GARONNE;22245.03225346409;28819.225;34619.262;39572.484;0
31496;31;SAINTE-LIVRADE;HAUTE-GARONNE;21860.4471158541;32320.094;36493.492;41180.691;0
31497;31;SAINT-LOUP-CAMMAS;HAUTE-GARONNE;29715.08838758011;34740.07;42004.238;43722.016;0
31499;31;SAINT-LYS;HAUTE-GARONNE;24116.47062513198;27605.012;31440.947;32573.135;0
31500;31;SAINT-MAMET;HAUTE-GARONNE;23703.63025292206;25786.291;30680.549;31253.137;0
31501;31;SAINT-MARCEL-PAULEL;HAUTE-GARONNE;34603.87186746809;37035.715;43963.285;45905.48;0
31502;31;SAINT-MARCET;HAUTE-GARONNE;18464.16791694399;24249.303;25663.459;31704.336;0
31503;31;SAINT-MARTORY;HAUTE-GARONNE;19524.68105559424;20761.293;23511.25;22209.996;0
31504;31;SAINT-MEDARD;HAUTE-GARONNE;24886.26879445418;25535.363;32793.711;31719.816;0
31505;31;SAINT-MICHEL;HAUTE-GARONNE;20873.08364011253;24375.766;27577.336;27186.152;0
31506;31;ST-ORENS-DE-GAMEVILLE;HAUTE-GARONNE;37098.80908264082;37171.508;40060.492;38429.52;0
31507;31;SAINT-PAUL-SUR-SAVE;HAUTE-GARONNE;25686.51982773407;29054.219;30118.15;32219.84;0
31509;31;SAINT-PE-D'ARDET;HAUTE-GARONNE;21181.69359135385;19447.904;23959.809;25453.221;0
31510;31;SAINT-PE-DELBOSC;HAUTE-GARONNE;13271.16974453023;16711.355;23245.758;23482.936;0
31511;31;SAINT-PIERRE;HAUTE-GARONNE;41496.26542754134;47094.656;61073.637;65544.828;0
31512;31;SAINT-PIERRE-DE-LAGES;HAUTE-GARONNE;30348.9474837716;34644.367;46660.695;53758.281;0
31513;31;SAINT-PLANCARD;HAUTE-GARONNE;15974.25385458902;20378.613;23186.242;23268.66;0
31514;31;SAINT-ROME;HAUTE-GARONNE;26930.37804423266;26662.752;40191.387;43798.914;0
31515;31;SAINT-RUSTICE;HAUTE-GARONNE;24574.51937270175;28869.625;35768.121;36906.727;0
31516;31;SAINT-SAUVEUR;HAUTE-GARONNE;25520.12789064566;32097.156;40583.047;38870.441;0
31517;31;SAINT-SULPICE-SUR-LEZE;HAUTE-GARONNE;22538.88669330324;23800.611;27378.172;27819.805;0
31518;31;SAINT-THOMAS;HAUTE-GARONNE;20989.55799607442;27434.1;35977.973;40194.301;0
31519;31;SAINT-VINCENT;HAUTE-GARONNE;27118.11838079656;43925.941;40554.836;46646.465;0
31520;31;SAJAS;HAUTE-GARONNE;;23118.904;25936.234;32237.516;0
31521;31;SALEICH;HAUTE-GARONNE;17793.89096282373;20965.188;23103.123;24108.047;0
31522;31;SALERM;HAUTE-GARONNE;;16694.561;26770.182;23210.789;0
31523;31;SALIES-DU-SALAT;HAUTE-GARONNE;19950.07930984856;19985.768;22792.02;21774.172;0
31524;31;SALLES-ET-PRATVIEL;HAUTE-GARONNE;19490.77477407434;28152.643;30474.365;27342.555;0
31525;31;SALLES-SUR-GARONNE;HAUTE-GARONNE;20471.8593087937;23125.477;29809.984;31120.633;0
31526;31;SALVETAT-SAINT-GILLES;HAUTE-GARONNE;32225.40900825724;35622.426;39575.199;39170.773;0
31527;31;SALVETAT-LAURAGAIS;HAUTE-GARONNE;18658.5011415812;27995.646;33379.59;34622.664;0
31528;31;SAMAN;HAUTE-GARONNE;;18987.533;20683.711;21971.295;0
31529;31;SAMOUILLAN;HAUTE-GARONNE;12140.01851938019;16886.574;25966.098;22805.301;0
31530;31;SANA;HAUTE-GARONNE;15722.46831959865;18934.951;28811.197;26648.748;0
31531;31;SARRECAVE;HAUTE-GARONNE;;20612.086;20401.07;21706.008;0
31532;31;SARREMEZAN;HAUTE-GARONNE;12642.64774820762;16673.203;19204.727;21799.119;0
31533;31;SAUBENS;HAUTE-GARONNE;42489.2799502029;37186.598;43907.875;44278.863;0
31534;31;SAUSSENS;HAUTE-GARONNE;18276.4275803801;25951.91;33346.652;36859.316;0
31535;31;SAUVETERRE-DE-COMMINGES;HAUTE-GARONNE;18197.94081760255;25851.699;25272.105;25467.125;0
31536;31;SAUX-ET-POMAREDE;HAUTE-GARONNE;26597.90811710697;27252.598;30813.311;32283.705;0
31537;31;SAVARTHES;HAUTE-GARONNE;17602.69720869762;27653.479;34233.277;33744.68;0
31538;31;SAVERES;HAUTE-GARONNE;18974.95976910029;21044.795;29038.563;30959.059;0
31539;31;SEDEILHAC;HAUTE-GARONNE;;15924.113;24610.664;29541.004;0
31540;31;SEGREVILLE;HAUTE-GARONNE;18767.12682126533;27316.066;36924.293;36093.008;0
31541;31;SEILH;HAUTE-GARONNE;36971.9744739923;40792.367;50867.035;51608.27;0
31542;31;SEILHAN;HAUTE-GARONNE;21434.10702044646;21619.039;27777.963;26530.152;0
31543;31;SENARENS;HAUTE-GARONNE;;16872.348;24706.734;28339.344;0
31544;31;SENGOUAGNET;HAUTE-GARONNE;20811.55001809493;22022.014;23277.004;23379.795;0
31545;31;SEPX;HAUTE-GARONNE;19478.21689202993;22726.049;29452.25;34760.539;0
31546;31;SEYRE;HAUTE-GARONNE;20578.60130617117;33471.469;33937.008;40326.004;0
31547;31;SEYSSES;HAUTE-GARONNE;26343.92495275882;30550.77;33890.891;32303.336;0
31548;31;SIGNAC;HAUTE-GARONNE;16487.24333610309;21292.16;22742.084;22415.791;0
31550;31;SOUEICH;HAUTE-GARONNE;20994.26720184107;25245.76;27768.48;28607.068;0
31551;31;TARABEL;HAUTE-GARONNE;24111.1335252631;34981.141;45504.844;48075.539;0
31552;31;TERREBASSE;HAUTE-GARONNE;12941.83928791563;15694.82;23274.531;27554.105;0
31553;31;THIL;HAUTE-GARONNE;23172.74578949472;31946.678;34908.488;37731.105;0
31554;31;TOUILLE;HAUTE-GARONNE;22704.65073628942;25997.736;27382.994;30338.803;0
31555;31;TOULOUSE;HAUTE-GARONNE;25928.25905708892;26516.773;30448.361;30432.439;0
31556;31;TOURREILLES;HAUTE-GARONNE;16030.13642968664;20703.213;28954.102;29186.115;0
31557;31;TOURNEFEUILLE;HAUTE-GARONNE;38759.90293006488;42187.809;47436.609;47741.039;0
31558;31;TOUTENS;HAUTE-GARONNE;23516.8317575115;26137.457;32146.008;33886.59;0
31560;31;TREBONS-SUR-LA-GRASSE;HAUTE-GARONNE;23978.6478696946;33534.387;39356.602;46644.125;0
31561;31;L-UNION;HAUTE-GARONNE;35208.21994085523;37903.074;40546.82;42343.23;0
31562;31;URAU;HAUTE-GARONNE;14804.48714215243;19330.428;22823.213;23366.287;0
31563;31;VACQUIERS;HAUTE-GARONNE;27924.02046099644;32332.508;38511.484;41162.758;0
31564;31;VALCABRERE;HAUTE-GARONNE;24440.77792892881;24852.301;31410.564;31081.529;0
31565;31;VALENTINE;HAUTE-GARONNE;22389.76184402589;23111.02;25629.039;25198.826;0
31566;31;VALLEGUE;HAUTE-GARONNE;18776.85917984975;25287.164;36085.082;34390.992;0
31567;31;VALLESVILLE;HAUTE-GARONNE;31472.25003264388;34328.82;44824.414;44323.203;0
31568;31;VARENNES;HAUTE-GARONNE;28970.09203529561;31213.332;38139.848;43623.035;0
31569;31;VAUDREUILLE;HAUTE-GARONNE;28005.01880018286;28471.361;33267.609;34811.77;0
31570;31;VAUX;HAUTE-GARONNE;20586.13603539781;21180.176;29301.982;31632.572;0
31571;31;VENDINE;HAUTE-GARONNE;18020.56073372529;24391.736;31382.781;31908.648;0
31572;31;VENERQUE;HAUTE-GARONNE;28578.28611551009;39016.566;40137.148;39808.613;0
31573;31;VERFEIL;HAUTE-GARONNE;24561.33359655512;29548.824;33908.223;37305.602;0
31574;31;VERNET;HAUTE-GARONNE;26190.71879181704;27834.049;32199.891;34260.922;0
31575;31;VIEILLE-TOULOUSE;HAUTE-GARONNE;89837.2044633872;87152.563;112397.7;98855.242;0
