codecommune;dep;nomcommune;nomdep;REV_revmoyfoy1992;REV_revmoyfoy2002;REV_revmoyfoy2012;REV_revmoyfoy2022;DBL_bug
39304;39;LOUVEROT;JURA;35103.98951988663;40322.887;44188.277;48600.547;0
39305;39;LOYE;JURA;23301.77802750102;26528.732;31540.006;31779.047;0
39306;39;MACORNAY;JURA;33666.42597285305;35861.777;39553.727;39837.789;0
39307;39;MAISOD;JURA;28410.32444316613;28352.736;35085.605;40173.426;0
39308;39;MALANGE;JURA;14795.69662472135;16206.13;24661.828;26430.832;0
39310;39;MANTRY;JURA;21304.13294128683;24637.926;28624.355;30043.932;0
39312;39;MARIGNA-SUR-VALOUSE;JURA;22196.0565134909;23043.896;26549.852;28257.631;0
39313;39;MARIGNY;JURA;31349.8106827109;28977.348;37380.703;37145.477;0
39314;39;MARNEZIA;JURA;;15830.984;22713.139;28336.057;0
39315;39;MARNOZ;JURA;28678.43522481424;28166.934;34813.434;34917.82;0
39317;39;MARRE;JURA;18031.86282756526;20858.949;28145.902;30028.246;0
39318;39;MARTIGNA;JURA;21146.84546868063;24327.695;30118.469;35333.363;0
39319;39;MATHENAY;JURA;19862.1741355377;23305.229;29641.408;33575.043;0
39320;39;MAYNAL;JURA;18116.94247841612;20128.963;25694.617;28183.193;0
39321;39;MENETRU-LE-VIGNOBLE;JURA;25131.46144137124;27106.531;41363.488;39570.727;0
39322;39;MENETRUX-EN-JOUX;JURA;;22132.469;26245.211;32760.965;0
39323;39;MENOTEY;JURA;27526.56349429093;31741.828;38374.387;35107.238;0
39325;39;MESNAY;JURA;23072.28273313946;24310.049;29566.301;31329.672;0
39326;39;MESNOIS;JURA;18928.80955258708;20651.348;27183.625;36457.699;0
39327;39;MESSIA-SUR-SORNE;JURA;27986.18197711626;28459.852;32694.385;32977.785;0
39328;39;MEUSSIA;JURA;24316.76884374028;23989.629;29216.35;30757.643;0
39329;39;MIEGES;JURA;19874.10412347989;21263.225;27444.252;28825.066;0
39330;39;MIERY;JURA;16798.6788108044;21121.871;25044.4;25950.225;0
39331;39;MIGNOVILLARD;JURA;19507.41396778318;23566.506;31048.682;36721.406;0
39333;39;MOIRANS-EN-MONTAGNE;JURA;24853.93224818982;26121.375;26254.846;26693.393;0
39334;39;MOIRON;JURA;22247.22988282186;24735.064;31033.252;26490.055;0
39335;39;MOISSEY;JURA;18589.43279033696;20913.359;26149.379;26456.713;0
39336;39;MOLAIN;JURA;16107.99529836197;24418.049;30351.123;30855.463;0
39337;39;MOLAMBOZ;JURA;17931.08582415888;20081.561;27315.156;28907.053;0
39338;39;MOLAY;JURA;22787.53275778251;25293.986;30358.125;28732.332;0
39339;39;MOLINGES;JURA;27149.19913885647;27763.387;30809.408;38827.715;0
39342;39;MONAY;JURA;22785.64907547585;22193.395;24872.949;25181.689;0
39344;39;MONNET-LA-VILLE;JURA;25822.77284791589;35659.289;30016.824;32091.873;0
39345;39;MONNIERES;JURA;33859.50340928582;35250.762;39804.711;38085.32;0
39346;39;MONTAGNA-LE-RECONDUIT;JURA;17028.48805221706;20195.76;21751.264;24754.328;0
39348;39;MONTAIGU;JURA;32019.45974272895;39545.164;44902.77;45115.859;0
39349;39;MONTAIN;JURA;39173.371196377;36894.664;39562.184;42510.676;0
39350;39;MONTBARREY;JURA;20066.55366581044;22113.088;24345.299;24696.43;0
39351;39;MONTCUSEL;JURA;27648.06100307058;33856.074;33026.949;35461.543;0
39352;39;MONTEPLAIN;JURA;24872.14117715422;30000.959;35827.168;36441.305;0
39353;39;MONTFLEUR;JURA;16632.60082076711;17733.367;24847.314;30227.186;0
39354;39;MONTHOLIER;JURA;19693.58456909152;21514.057;29572.645;32169.941;0
39355;39;MONTIGNY-LES-ARSURES;JURA;32845.45443419988;28898.672;41554.992;38515.379;0
39356;39;MONTIGNY-SUR-L'AIN;JURA;19078.87624301776;21533.199;30333.279;28605.049;0
39360;39;MONTMIREY-LA-VILLE;JURA;23775.5241276263;29846.789;34010.484;32486.279;0
39361;39;MONTMIREY-LE-CHATEAU;JURA;17494.6994231157;20122.545;25687.189;27135.166;0
39362;39;MONTMOROT;JURA;27916.17178471868;28191.885;30192.486;29944.268;0
39363;39;MONTREVEL;JURA;19157.36300579531;20336.779;24319.197;26106.961;0
39364;39;MONTROND;JURA;22020.5601119203;24305.666;27138.342;29871.896;0
39365;39;MONT-SOUS-VAUDREY;JURA;23484.49521124715;27515.568;27866.59;28319.73;0
39366;39;MONT-SUR-MONNET;JURA;19457.81033370777;20745.592;27194.861;29118.309;0
39367;39;MORBIER;JURA;32642.64463918269;37048.621;41272.551;45107.703;0
39368;39;MOREZ;JURA;24280.66493286261;24114.33;28585.695;30245.145;0
39370;39;MOUCHARD;JURA;23656.85214230664;25268.15;27290.182;27548.723;0
39372;39;MOURNANS-CHARBONNY;JURA;26231.53190846137;25874.984;33039.664;30992.342;0
39373;39;MOUSSIERES;JURA;22707.47625974941;22088.242;29449.561;33909.27;0
39375;39;MOUTONNE;JURA;17993.2473402787;24164.824;28538.375;29479.131;0
39376;39;MOUTOUX;JURA;20296.04896017199;19788.994;31132.215;34141.359;0
39377;39;MUTIGNEY;JURA;17694.99764172401;18665.928;24698.723;24359.209;0
39378;39;NANC-LES-ST-AMOUR;JURA;26423.98145079192;34332.031;33532.715;31602.645;0
39379;39;NANCE;JURA;23832.97643797947;27463.129;28163.344;31081.877;0
39381;39;NANS;JURA;25137.74038239344;21289.473;33293.719;37918.324;0
39385;39;NEUBLANS-ABERGEMENT;JURA;17990.73576386982;20784.203;23017.416;23122.398;0
39386;39;NEUVILLEY;JURA;;22166.213;28050.236;31829.451;0
39387;39;NEVY-LES-DOLE;JURA;19226.11740998844;21685.242;26002.771;28089.869;0
39388;39;NEVY-SUR-SEILLE;JURA;26257.90346075462;38637.398;34077.824;34128.078;0
39389;39;NEY;JURA;28086.64503347152;31295.881;32553.029;34778.531;0
39390;39;NOGNA;JURA;16170.15681448179;22591.211;26581.674;29525.256;0
39391;39;NOZEROY;JURA;24136.87718345413;24387.465;29320.039;30149.805;0
39392;39;OFFLANGES;JURA;21538.96533551726;25364.057;32608.555;33572.637;0
39394;39;ONOZ;JURA;15227.37381999787;18231.852;21656.523;26630.756;0
39396;39;ORCHAMPS;JURA;19204.14111641073;21140.889;24091.713;24132.355;0
39397;39;ORGELET;JURA;33036.64818832598;26017.242;32887.895;28813.217;0
39398;39;OUGNEY;JURA;19729.37453291809;21172.461;25765.078;28552.617;0
39399;39;OUNANS;JURA;17770.65888104157;20501.33;24075.123;31790.656;0
39400;39;OUR;JURA;25085.93911896026;26026.922;31367.496;36115.082;0
39401;39;OUSSIERES;JURA;20642.96045164876;21250.732;28144.496;30178.816;0
39402;39;PAGNEY;JURA;22744.52201178041;24839.203;30604.174;30995.012;0
39403;39;PAGNOZ;JURA;22927.55314257766;26718.527;27674.129;28831.451;0
39404;39;PANNESSIERES;JURA;30334.50591942052;36342.395;40545.137;36097.219;0
39405;39;PARCEY;JURA;30110.66167197895;32865.516;34586.52;36804.098;0
39406;39;PASQUIER;JURA;26368.0988756943;22737.248;28830.334;29929.4;0
39407;39;PASSENANS;JURA;23375.2416374608;27191.377;35870.262;38192.652;0
39408;39;PATORNAY;JURA;24636.05299471935;22862.01;26542.414;27162.016;0
39409;39;PEINTRE;JURA;21160.03124482725;20326.771;25631.691;29214.156;0
39411;39;PERRIGNY;JURA;29069.61325049755;32869.895;32626.066;32335.35;0
39412;39;PESEUX;JURA;24389.60455959785;25587.316;29117.611;29153.451;0
39413;39;PESSE;JURA;18855.3459426273;20125.393;30787.959;28744.492;0
39415;39;PETIT-NOIR;JURA;23100.53796773938;22877.662;25303.539;25469.762;0
39418;39;PICARREAU;JURA;20360.40810564958;23123.463;25981.932;25672.512;0
39420;39;PIMORIN;JURA;24557.88017899291;24481.449;26696.93;28705.578;0
39421;39;PIN;JURA;35797.18460873795;44048.977;48733.18;47839.633;0
39422;39;PLAINOISEAU;JURA;26352.08757608768;29373.613;33531.957;34750.207;0
39423;39;PLAISIA;JURA;22551.75852239876;24982.516;30676.975;36043.68;0
39424;39;PLANCHES-EN-MONTAGNE;JURA;16784.23724645333;21719.846;34435.668;31983.83;0
39425;39;PLANCHES-PRES-ARBOIS;JURA;27685.7346492038;25842.352;35894.418;32210.109;0
39426;39;PLASNE;JURA;19937.20748075303;27328.189;31073.883;32843.738;0
39429;39;PLEURE;JURA;18841.21832532734;21610.992;26737.16;26317.762;0
39430;39;PLUMONT;JURA;20351.30364116739;20854.965;26678.969;29601.008;0
39431;39;POIDS-DE-FIOLE;JURA;20405.93042806056;23678.5;28106.221;30266.729;0
39432;39;POINTRE;JURA;19886.9759525754;23654.855;25825.385;25288.115;0
39434;39;POLIGNY;JURA;23093.31718556384;24441.51;26565.443;26609.678;0
39435;39;PONT-DE-POITTE;JURA;21146.84546868063;22141.158;24296.0;26529.109;0
39436;39;PONT-D'HERY;JURA;23502.39019316043;29180.219;31026.639;28553.627;0
39437;39;PONT-DU-NAVOY;JURA;21531.43060629061;22378.463;25865.125;26987.26;0
39439;39;PORT-LESNEY;JURA;21200.53041442047;22861.152;28766.771;32674.664;0
39441;39;PREMANON;JURA;27161.12912679866;30438.113;48153.297;56576.434;0
39443;39;PRESILLY;JURA;33685.57674297077;22940.619;26658.535;32561.113;0
39445;39;PUBLY;JURA;20052.11210145937;23409.33;27280.254;26409.973;0
39446;39;PUPILLIN;JURA;28549.40298680795;31621.373;38076.563;39381.473;0
39447;39;QUINTIGNY;JURA;24696.33082853251;27968.822;36435.008;34164.895;0
39448;39;RAHON;JURA;24003.13573968119;26677.109;32643.445;33221.461;0
39449;39;RAINANS;JURA;25333.01544818398;31827.113;38756.707;42538.445;0
39451;39;RANCHOT;JURA;21700.3341197879;24786.896;26617.965;27390.16;0
39452;39;RANS;JURA;25786.04104293599;26992.846;28965.828;31645.336;0
39453;39;RAVILLOLES;JURA;25943.32851554221;26432.996;32791.273;34566.355;0
39454;39;RECANOZ;JURA;;19977.059;25072.934;30441.045;0
39455;39;REITHOUSE;JURA;;21382.912;22639.508;32323.725;0
39456;39;RELANS;JURA;19856.83703566883;22770.414;28053.6;29096.227;0
39458;39;REVIGNY;JURA;24206.25948174949;26680.895;28796.658;30555.662;0
39460;39;RIXOUSE;JURA;27514.94745339985;29243.984;30325.525;34823.203;0
39461;39;RIX;JURA;;20291.813;28477.15;29027.662;0
39462;39;ROCHEFORT-SUR-NENON;JURA;26197.93957399258;27494.322;27032.896;27186.797;0
39463;39;ROGNA;JURA;27418.56570870903;29318.266;31835.332;38361.992;0
39464;39;ROMAIN;JURA;21432.5372851909;30511.758;33141.984;38454.199;0
39465;39;ROMANGE;JURA;19924.96354575974;24062.119;26146.799;29544.635;0
39466;39;ROSAY;JURA;15948.19624934688;18939.076;20205.922;18614.527;0
39467;39;ROTALIER;JURA;21111.99734600739;22943.645;29727.287;28610.756;0
39468;39;ROTHONAY;JURA;18602.30461943248;20132.203;24272.48;25545.984;0
39469;39;ROUFFANGE;JURA;29581.66089085827;24810.609;29988.373;25149.076;0
39470;39;ROUSSES;JURA;30505.29311522447;34149.641;45639.688;49295.871;0
39471;39;RUFFEY-SUR-SEILLE;JURA;24268.42099786931;25404.213;30710.012;30387.326;0
39472;39;RYE;JURA;15299.2676947021;20046.137;25689.918;24813.258;0
39473;39;SAFFLOZ;JURA;18107.83801393392;17543.227;28338.801;30815.391;0
39474;39;SAINTE-AGNES;JURA;21618.07999239703;23975.229;27888.842;30039.873;0
39475;39;SAINT-AMOUR;JURA;22707.1623126983;24272.545;28172.264;28307.178;0
39476;39;SAINT-AUBIN;JURA;23813.19777375953;26565.377;30257.732;29309.348;0
39477;39;SAINT-BARAING;JURA;18943.87901104038;22633.227;29191.35;29173.08;0
39478;39;SAINT-CLAUDE;JURA;24973.86002171392;24348.568;25694.568;24958.059;0
39479;39;SAINT-CYR-MONTMALIN;JURA;22680.16286630282;28216.285;37702.238;36950.063;0
39480;39;SAINT-DIDIER;JURA;28282.54799336428;34241.855;35127.91;36293.762;0
39481;39;SAINT-GERMAIN-EN-MGNE;JURA;21994.50250667815;24423.967;29805.896;31165.875;0
39485;39;SAINT-JULIEN;JURA;19316.84810775929;19921.744;23179.633;25171.74;0
39486;39;SAINT-LAMAIN;JURA;21899.37655019177;23655.02;35744.824;37304.332;0
39487;39;ST-LAURENT-EN-GRANDVAUX;JURA;25299.10916666409;26164.006;31889.102;34035.254;0
39489;39;SAINT-LOTHAIN;JURA;21868.92368623408;25494.99;31807.318;33922.727;0
39490;39;SAINT-LOUP;JURA;21826.5408343342;26084.625;30833.34;30124.014;0
39491;39;SAINT-LUPICIN;JURA;27215.12801958961;29068.945;29870.059;32866.207;0
39492;39;SAINT-MAUR;JURA;23286.70856904773;23635.625;25149.596;27204.885;0
39493;39;SAINT-MAURICE-CRILLAT;JURA;19017.65656805127;18983.293;25208.963;25216.555;0
39494;39;SAINT-PIERRE;JURA;26875.7512573395;29977.271;36245.223;38750.156;0
39495;39;SAINT-THIEBAUD;JURA;22705.90652449386;25548.686;28199.805;30994.512;0
39497;39;SAIZENAY;JURA;21026.91769515653;22453.604;27414.551;34521.293;0
39498;39;SALANS;JURA;29170.39025390392;36390.203;39902.473;37555.688;0
39499;39;SALIGNEY;JURA;24545.00834989739;23007.367;31845.766;33795.191;0
39500;39;SALINS-LES-BAINS;JURA;20905.42018637688;21221.283;22986.656;22766.734;0
39501;39;SAMPANS;JURA;25249.19158553757;29300.799;31822.98;32339.428;0
39502;39;SANTANS;JURA;20511.73058428469;21220.412;25396.836;29113.994;0
39503;39;SAPOIS;JURA;32477.50849029873;33822.348;37227.859;42346.738;0
39504;39;SARROGNA;JURA;17857.30826714799;22413.398;28887.893;33188.488;0
39505;39;SAUGEOT;JURA;22339.53031584826;17813.875;25176.416;31410.498;0
39507;39;SELIGNEY;JURA;25165.99561699336;24490.982;30796.801;31139.541;0
39508;39;SELLIERES;JURA;19610.07465349621;20559.061;23035.877;25267.244;0
39510;39;SEPTMONCEL;JURA;23997.48469276121;29210.035;35428.32;38824.992;0
39511;39;SERGENAUX;JURA;;14051.689;26983.227;29175.58;0
39512;39;SERGENON;JURA;;14315.053;27073.691;34713.66;0
39513;39;SERMANGE;JURA;22137.97630903552;24588.672;30442.582;29024.635;0
39514;39;SERRE-LES-MOULIERES;JURA;19955.10246266632;20909.592;29964.418;28062.828;0
39517;39;SIROD;JURA;19497.36766214765;21604.373;27250.863;29655.781;0
39518;39;SONGESON;JURA;17260.80887003861;23069.551;28029.389;27460.617;0
39519;39;SOUCIA;JURA;19353.26596568807;21866.779;28126.9;28863.605;0
39520;39;SOUVANS;JURA;22499.64331191446;26498.406;27719.561;29950.545;0
39522;39;SUPT;JURA;15673.17863257435;22681.26;27431.396;29026.357;0
39523;39;SYAM;JURA;22675.45366053617;24421.656;34093.199;35737.793;0
39525;39;TASSENIERES;JURA;20789.25977746611;22467.086;25829.236;28860.1;0
39526;39;TAVAUX;JURA;28667.44707802538;29733.971;31746.096;32359.318;0
39527;39;TAXENNE;JURA;19316.84810775929;23516.596;29257.275;32835.152;0
39528;39;THERVAY;JURA;18950.47189911369;22744.98;28515.291;30732.336;0
39530;39;THOIRETTE;JURA;26342.04127045216;26053.789;26691.787;28688.971;0
39531;39;THOIRIA;JURA;22213.00965425085;24808.195;30018.396;37869.566;0
39533;39;TOULOUSE-LE-CHATEAU;JURA;17607.09246741316;21724.154;26228.992;28824.436;0
39534;39;TOUR-DU-MEIX;JURA;26357.73862300767;27516.826;38303.379;65313.039;0
39535;39;TOURMONT;JURA;24627.57642433938;26453.441;32767.17;39356.402;0
39537;39;TRENAL;JURA;25774.73894909603;38909.941;33409.621;34711.008;0
39538;39;UXELLES;JURA;;25249.102;32883.984;31556.824;0
39539;39;VADANS;JURA;22719.72019474271;26344.553;30675.885;30081.576;0
39540;39;VALEMPOULIERES;JURA;18552.07309125485;21288.488;26430.395;29819.371;0
39543;39;VANNOZ;JURA;18393.84377749531;21011.002;27523.391;29422.539;0
39545;39;VAUDIOUX;JURA;23083.27087992831;27892.088;33591.207;30362.824;0
39546;39;VAUDREY;JURA;21407.42152110209;22161.875;28908.76;30459.004;0
39547;39;VAUX-LES-SAINT-CLAUDE;JURA;25610.5446413654;29585.287;30120.568;32175.832;0
39548;39;VAUX-SUR-POLIGNY;JURA;33199.90065490329;27110.42;34133.191;38045.414;0
39550;39;VERGES;JURA;21225.01828440707;23092.75;26196.102;27777.939;0
39551;39;VERIA;JURA;12781.09839774722;17080.094;24374.162;28295.236;0
39552;39;VERNANTOIS;JURA;23338.82377953202;26287.592;29757.371;31197.162;0
39553;39;VERNOIS;JURA;29959.33919334384;38584.277;36008.836;36259.363;0
39554;39;VERS-EN-MONTAGNE;JURA;24414.09242958444;28420.395;43180.176;32100.566;0
39555;39;VERS-SOUS-SELLIERES;JURA;15011.06430178294;17707.162;26047.506;24919.611;0
39556;39;VERTAMBOZ;JURA;13014.36105672209;19282.863;29585.256;32349.068;0
39557;39;VESCLES;JURA;18873.55487159169;22149.707;27900.543;31401.785;0
39558;39;VEVY;JURA;24372.65141883789;24786.563;26886.361;30528.43;0
39559;39;VIEILLE-LOYE;JURA;21829.99425189641;24920.732;28699.416;28741.828;0
39560;39;VILLARD-SAINT-SAUVEUR;JURA;32068.43548270214;34669.02;37675.496;37936.305;0
39561;39;VILLARDS-D'HERIA;JURA;26438.42301514299;28853.818;31134.604;32183.027;0
39565;39;VILLENEUVE-D'AVAL;JURA;20302.6418482453;21107.732;25887.594;28599.68;0
39567;39;VILLENEUVE-SOUS-PYMONT;JURA;38789.10000581812;59666.621;45690.098;40928.828;0
39569;39;VILLERS-FARLAY;JURA;18677.02401759671;21531.033;25907.18;27169.17;0
39570;39;VILLERS-LES-BOIS;JURA;20886.58336331027;24720.502;28182.473;32396.201;0
39571;39;VILLERS-ROBERT;JURA;23386.22978424966;24957.287;24749.08;27778.871;0
39572;39;VILLETTE-LES-ARBOIS;JURA;26287.41448355898;25455.094;29664.928;29965.4;0
39573;39;VILLETTE-LES-DOLE;JURA;28754.72435823402;31822.293;32959.34;30726.658;0
39574;39;VILLEVIEUX;JURA;22436.2260075902;26843.154;32071.725;31434.936;0
39575;39;VILLEY;JURA;;17045.936;20558.842;22948.188;0
39576;39;VINCELLES;JURA;23174.94341885249;26698.768;29416.787;31169.08;0
39577;39;VINCENT;JURA;17829.99487370139;24123.107;28060.344;31760.824;0
39579;39;VIRY;JURA;29509.45306910293;35273.535;35316.164;39271.758;0
39581;39;VITREUX;JURA;15471.31067871049;17333.422;21864.139;26760.123;0
39582;39;VOITEUR;JURA;26897.09965681499;29359.23;32073.369;32923.719;0
39583;39;VOSBLES;JURA;16652.06553793594;17092.145;21839.061;29975.18;0
39584;39;VRIANGE;JURA;22580.01375699867;25366.941;30620.268;32154.164;0
40001;40;AIRE-SUR-L'ADOUR;LANDES;24858.32750690537;25698.244;28079.604;29871.055;0
40002;40;AMOU;LANDES;21624.04498636812;24419.721;26119.428;26523.908;0
40003;40;ANGOUME;LANDES;24561.33359655512;26740.059;26751.156;29218.682;0
40004;40;ANGRESSE;LANDES;28646.412625601;31538.752;33264.512;34806.832;0
40005;40;ARBOUCAVE;LANDES;17699.70684749067;22715.848;26629.441;26907.51;0
40006;40;ARENGOSSE;LANDES;20196.52774497006;22291.014;26209.078;27204.9;0
40007;40;ARGELOS;LANDES;14198.88328056086;17443.904;23030.877;24149.004;0
40008;40;ARGELOUSE;LANDES;19655.59697590719;36482.082;43153.91;34416.57;0
40011;40;ARSAGUE;LANDES;20746.56297851512;24476.877;27979.969;29848.268;0
40012;40;ARTASSENX;LANDES;24504.19523325306;24162.039;29339.707;33609.957;0
40013;40;ARTHEZ-D'ARMAGNAC;LANDES;14379.08888789811;20226.896;26116.256;29488.018;0
40014;40;ARUE;LANDES;20152.57515781463;26443.76;31666.215;32430.219;0
40015;40;ARX;LANDES;;17017.703;23727.695;19627.439;0
40016;40;AUBAGNAN;LANDES;18555.84045586817;22395.219;27212.012;30803.945;0
40017;40;AUDIGNON;LANDES;24612.19301883497;24093.049;30591.076;30648.844;0
40018;40;AUDON;LANDES;18967.73898692475;22462.91;25830.189;28580.447;0
40019;40;AUREILHAN;LANDES;24763.20155041898;26597.039;28500.787;29051.9;0
40020;40;AURICE;LANDES;20161.0517281946;27451.184;35748.535;30546.572;0
40021;40;AZUR;LANDES;20409.38384562277;26279.621;32529.211;34107.969;0
40022;40;BAHUS-SOUBIRAN;LANDES;18416.44796517524;24185.348;32044.662;32500.67;0
40023;40;BAIGTS;LANDES;17977.23604067208;20884.457;25384.115;26284.223;0
40024;40;BANOS;LANDES;22009.88591218256;27204.277;26553.561;29666.828;0
40025;40;BASCONS;LANDES;23262.53464611224;28226.256;34656.117;32728.844;0
40026;40;BAS-MAUCO;LANDES;30661.32479962624;33831.34;33344.801;32131.893;0
40027;40;BASSERCLES;LANDES;18489.28368103281;23195.629;22927.441;25879.723;0
40028;40;BASTENNES;LANDES;16967.26837725058;23101.727;23980.131;28140.344;0
40029;40;BATS-TURSAN;LANDES;17461.10708864692;22326.08;25136.279;28518.197;0
40030;40;BAUDIGNAN;LANDES;;15125.242;19132.596;25760.855;0
40031;40;BEGAAR;LANDES;20983.27905505221;22644.938;28227.686;29331.963;0
40032;40;BELHADE;LANDES;19389.36987656574;21599.795;26010.17;31881.631;0
40033;40;BELIS;LANDES;17570.67460948437;21234.941;28513.961;35609.824;0
40034;40;BELUS;LANDES;19284.51156149494;25080.32;31163.76;30214.951;0
40035;40;BENESSE-LES-DAX;LANDES;24077.85513784542;25565.818;30503.629;29575.291;0
40036;40;BENESSE-MAREMNE;LANDES;22460.39993052569;27766.668;29792.328;31330.012;0
40037;40;BENQUET;LANDES;27491.08747751547;42701.863;39621.27;36937.715;0
40038;40;BERGOUEY;LANDES;18491.48131039058;22017.463;26013.461;24230.029;0
40039;40;BETBEZER;LANDES;15142.294169147;17290.414;20368.408;20574.768;0
40040;40;BEYLONGUE;LANDES;14854.09077622784;18695.844;27160.756;27746.17;0
40041;40;BEYRIES;LANDES;19932.18432793527;20795.967;23923.289;26359.307;0
40042;40;BIARROTTE;LANDES;18000.15417540312;22046.471;26025.721;26474.232;0
40043;40;BIAS;LANDES;22747.0335881893;24961.27;25974.502;25987.775;0
40044;40;BIAUDOS;LANDES;21806.13427601204;24488.705;29437.727;32988.09;0
40046;40;BISCARROSSE;LANDES;25178.55349903777;28252.934;32008.936;33024.168;0
40047;40;BONNEGARDE;LANDES;18777.17312690086;23180.645;27942.262;31518.559;0
40049;40;BORDERES-LAMENSANS;LANDES;19556.38970775637;23969.779;28531.951;30312.41;0
40050;40;BOSTENS;LANDES;22209.24228963753;24415.895;29721.842;30996.025;0
40051;40;BOUGUE;LANDES;27380.8920625758;32088.471;36157.113;39237.684;0
40052;40;BOURDALAT;LANDES;15879.12789810264;20496.416;24716.209;25746.742;0
40053;40;BOURRIOT-BERGONCE;LANDES;18538.88731510822;23059.145;26718.313;26104.762;0
40054;40;BRASSEMPOUY;LANDES;19003.2150037002;23760.59;36575.156;29281.496;0
40055;40;BRETAGNE-DE-MARSAN;LANDES;27790.2790172235;32793.043;34567.461;35236.73;0
40056;40;BROCAS;LANDES;20700.09881495082;22705.104;26497.611;27544.305;0
40057;40;BUANES;LANDES;16718.93625982241;18540.221;24244.863;25538.922;0
40058;40;CACHEN;LANDES;17047.01092823256;23041.256;28311.369;29327.689;0
40059;40;CAGNOTTE;LANDES;21479.94328990854;24188.732;26525.664;27709.297;0
40060;40;CALLEN;LANDES;17776.93782206377;15584.099;22684.271;21601.881;0
40061;40;CAMPAGNE;LANDES;20247.70111430102;25455.201;32183.283;31932.361;0
40062;40;CAMPET-LAMOLERE;LANDES;25797.97103087818;28441.418;30997.236;34190.383;0
40063;40;CANDRESSE;LANDES;29778.50569190437;31242.375;33288.387;31688.814;0
40064;40;CANENX-ET-REAUT;LANDES;18277.68336858454;25092.066;31872.967;31932.93;0
40065;40;CAPBRETON;LANDES;25709.124015414;26216.057;31304.303;31758.578;0
40066;40;CARCARES-SAINTE-CROIX;LANDES;21203.66988493157;26157.25;31501.266;31954.672;0
40067;40;CARCEN-PONSON;LANDES;19153.90958823309;22936.039;26780.326;29982.512;0
40068;40;CASSEN;LANDES;17716.97393530172;22726.016;26116.242;27840.75;0
40069;40;CASTAIGNOS-SOUSLENS;LANDES;18126.67483700053;22532.998;39189.695;25486.889;0
40070;40;CASTANDET;LANDES;19575.22653082298;26089.715;30203.158;29300.803;0
40071;40;CASTELNAU-CHALOSSE;LANDES;16950.94313059284;20380.334;25498.809;28271.277;0
40072;40;CASTELNAU-TURSAN;LANDES;15905.49945039589;20854.17;23699.826;23843.484;0
40073;40;CASTELNER;LANDES;12181.14558307563;19532.936;24061.852;24897.752;0
40074;40;CASTELSARRAZIN;LANDES;18311.90359715555;21500.225;25712.391;27268.104;0
40075;40;CASTETS;LANDES;24053.99516196104;25595.799;28533.539;28697.631;0
40076;40;CAUNA;LANDES;16718.93625982241;21002.475;24606.465;26764.031;0
40077;40;CAUNEILLE;LANDES;18259.16049256903;19924.859;24748.855;24226.729;0
40078;40;CAUPENNE;LANDES;14761.47639615033;18917.148;25320.758;26214.592;0
40079;40;CAZALIS;LANDES;18606.38593109691;27810.434;24713.564;25401.016;0
40080;40;CAZERES-SUR-L'ADOUR;LANDES;20990.49983722774;23560.48;26177.986;27049.994;0
40081;40;CERE;LANDES;22585.35085686755;25727.227;30791.893;30433.465;0
40082;40;CLASSUN;LANDES;16367.31556257899;26376.867;32325.066;35891.027;0
40083;40;CLEDES;LANDES;16904.47896702854;22175.898;25138.998;24030.26;0
40084;40;CLERMONT;LANDES;19223.60583357956;27687.18;33642.781;32341.068;0
40085;40;COMMENSACQ;LANDES;19126.59619478651;23461.523;27887.512;28269.699;0
40086;40;COUDURES;LANDES;16861.15427397533;20873.121;27025.488;28794.596;0
40087;40;CREON-D'ARMAGNAC;LANDES;16255.23646533265;17757.623;23022.869;22859.463;0
40088;40;DAX;LANDES;23908.95162434813;23609.037;25033.076;24536.992;0
40089;40;DOAZIT;LANDES;19129.4217182465;23692.232;25569.152;28038.635;0
40090;40;DONZACQ;LANDES;17593.90669126653;21375.588;25533.195;25449.846;0
40091;40;DUHORT-BACHEN;LANDES;20907.61781573465;24485.76;30014.949;28688.863;0
40092;40;DUMES;LANDES;19364.56805952804;24033.191;28034.527;27378.996;0
40093;40;ESCALANS;LANDES;15849.93082234939;22566.758;27592.813;27424.584;0
40094;40;ESCOURCE;LANDES;19507.41396778318;23186.156;27150.982;27554.293;0
40095;40;ESTIBEAUX;LANDES;16523.66119403187;19795.578;28095.422;28105.164;0
40096;40;ESTIGARDE;LANDES;;20508.016;23557.223;24742.611;0
40097;40;EUGENIE-LES-BAINS;LANDES;19644.29488206722;22892.74;28085.08;30433.57;0
40098;40;EYRES-MONCUBE;LANDES;19287.96497905715;23975.793;31899.891;32974.164;0
40099;40;FARGUES;LANDES;17544.61700424223;22730.4;29170.689;30995.668;0
40100;40;FRECHE;LANDES;14975.27433795638;21399.605;26257.674;26536.963;0
40101;40;GAAS;LANDES;21167.56597405389;22839.361;27962.09;29089.068;0
40102;40;GABARRET;LANDES;17401.77109598709;20131.156;22364.381;22234.148;0
40103;40;GAILLERES;LANDES;20809.98028283938;24483.775;29334.752;32316.258;0
40104;40;GAMARDE-LES-BAINS;LANDES;18119.14010777389;21873.074;26271.309;27643.9;0
40105;40;GAREIN;LANDES;19025.81919138013;23065.988;25789.229;25691.383;0
40106;40;GARREY;LANDES;16574.52061631172;20741.537;23018.479;26439.838;0
40108;40;GASTES;LANDES;25214.65740991544;25039.221;29401.764;28103.535;0
