dep;codecommune;nomcommune;nomdep;PO0_electeurs1992;PO0_electeurs2002;PO0_electeurs2012;PO0_electeurs2022;DBL_bug
11;11287;PEYROLLES;AUDE;40.400002;45.14415;54.310345;80.056351;0
11;11288;PEZENS;AUDE;825.0722;865.84943;1017.0574;1155.9169;0
11;11289;PIEUSSE;AUDE;664.3786;671.80139;754.49249;753.26117;0
11;11290;PLAIGNE;AUDE;96.428574;70.352074;81.741745;65.733322;0
11;11291;PLAVILLA;AUDE;58.799999;79.929733;78.257141;86.6847;0
11;11292;POMAREDE;AUDE;128.91553;132.26129;134.45491;159.48122;0
11;11293;POMAS;AUDE;431.96524;523.55573;611.08752;671.66858;0
11;11295;PORTEL-DES-CORBIERES;AUDE;796.19098;809.88068;961.32703;1106.166;0
11;11296;POUZOLS-MINERVOIS;AUDE;265.20001;249.79356;366.28937;389.73047;0
11;11297;PRADELLES-CABARDES;AUDE;126.99441;125.56923;124.12588;109.10802;0
11;11299;PREIXAN;AUDE;355.65173;365.97717;469.59302;425.06821;0
11;11300;PUGINIER;AUDE;102.528;108.00263;126.65;67.230904;0
11;11301;PUICHERIC;AUDE;782.03632;774.42957;753.93884;905.9577;0
11;11302;PUILAURENS;AUDE;172.37627;187.45807;198.49438;185.77426;0
11;11303;PUIVERT;AUDE;420.59793;342.31708;377.98831;313.42752;0
11;11304;QUILLAN;AUDE;3167.4795;2917.4146;2739.2905;2476.1772;0
11;11305;QUINTILLAN;AUDE;51.646809;47.889652;56.625;23.970732;0
11;11307;RAISSAC-D'AUDE;AUDE;169.90659;190.67012;200.25307;231.74025;0
11;11308;RAISSAC-SUR-LAMPY;AUDE;155.74094;167.79799;288.64478;277.34976;0
11;11309;RENNES-LE-CHATEAU;AUDE;72.049438;65.10051;45.0;80.744682;0
11;11310;RENNES-LES-BAINS;AUDE;153.53477;104.48434;193.51402;124.50793;0
11;11311;RIBAUTE;AUDE;143.34021;158.94131;207.37584;215.07195;0
11;11312;RIBOUISSE;AUDE;93.129234;72.247421;70.891594;51.209221;0
11;11313;RICAUD;AUDE;169.9776;184.81146;234.56702;184.02669;0
11;11314;RIEUX-EN-VAL;AUDE;73.454544;68.706688;56.451614;57.667931;0
11;11315;RIEUX-MINERVOIS;AUDE;1490.7675;1626.9187;1502.0046;1484.4851;0
11;11316;RIVEL;AUDE;185.64305;172.11166;157.73746;144.09029;0
11;11317;RODOME;AUDE;94.963554;93.607079;105.45378;68.171761;0
11;11318;ROQUECOURBE-MINERVOIS;AUDE;64.824715;94.411766;83.476334;125.73038;0
11;11319;ROQUEFERE;AUDE;38.831249;56.74453;53.657143;71.860191;0
11;11320;ROQUEFEUIL;AUDE;226.49219;238.59927;262.37872;262.26489;0
11;11321;ROQUEFORT-DE-SAULT;AUDE;113.17091;91.58947;77.718918;69.393105;0
11;11322;ROQUEFORT-DES-CORBIERES;AUDE;506.90027;585.51385;771.12561;727.36255;0
11;11323;ROQUETAILLADE;AUDE;180.96204;191.97952;204.14204;238.79311;0
11;11324;ROUBIA;AUDE;332.18793;303.65668;382.29657;401.9458;0
11;11325;ROUFFIAC-D'AUDE;AUDE;246.52347;267.37576;311.84256;293.57458;0
11;11326;ROUFFIAC-DES-CORBIERES;AUDE;78.69545;79.009155;64.307693;42.197544;0
11;11327;ROULLENS;AUDE;265.66754;315.58047;386.6937;394.7457;0
11;11328;ROUTIER;AUDE;164.75642;175.32744;189.55521;209.48802;0
11;11330;RUSTIQUES;AUDE;217.8558;253.97574;355.24243;367.11713;0
11;11331;SAINT-AMANS;AUDE;68.75135;60.349998;64.0;59.0;0
11;11332;SAINT-ANDRE-DE-ROQUELONGUE;AUDE;605.51971;704.53522;916.9718;959.46429;0
11;11333;SAINT-BENOIT;AUDE;44.795784;59.981457;64.028572;76.518921;0
11;11334;SAINTE-CAMELLE;AUDE;81.601234;71.844444;73.764702;114.12904;0
11;11336;SAINTE-COLOMBE-SUR-L'HERS;AUDE;410.72519;416.884;394.1261;377.37387;0
11;11337;SAINT-COUAT-D'AUDE;AUDE;223.88469;235.27548;293.50269;264.57932;0
11;11339;SAINT-DENIS;AUDE;264.77542;309.69916;381.3093;410.81561;0
11;11340;SAINTE-EULALIE;AUDE;276.2063;321.14597;387.4682;434.31827;0
11;11341;SAINT-FERRIOL;AUDE;132.22221;123.55244;109.05355;94.254715;0
11;11342;SAINT-FRICHOUX;AUDE;147.64912;145.27853;168.55325;143.1158;0
11;11343;SAINT-GAUDERIC;AUDE;38.421051;46.909088;52.5;97.784531;0
11;11344;SAINT-HILAIRE;AUDE;457.91205;544.78613;631.68506;560.16028;0
11;11345;SAINT-JEAN-DE-BARROU;AUDE;200.30309;191.19817;231.95496;169.48643;0
11;11346;SAINT-JEAN-DE-PARACOL;AUDE;53.756096;61.217392;68.147369;100.50652;0
11;11347;SAINT-JULIA-DE-BEC;AUDE;85.30909;89.873466;71.343994;79.932076;0
11;11348;SAINT-JULIEN-DE-BRIOLA;AUDE;50.702705;57.91626;58.511631;64.349449;0
11;11351;SAINT-LAURENT-DE-LA-CABRERISSE;AUDE;493.24936;538.16827;554.17371;563.83923;0
11;11352;SAINT-LOUIS-ET-PARAHOU;AUDE;24.527275;30.49091;55.0;31.166668;0
11;11353;SAINT-MARCEL-SUR-AUDE;AUDE;839.28644;987.53589;1255.9869;1454.6846;0
11;11355;SAINT-MARTIN-DE-VILLEREGLAN;AUDE;175.78886;194.99574;239.32773;257.50565;0
11;11356;SAINT-MARTIN-LALANDE;AUDE;548.63324;712.25061;791.34241;1031.5601;0
11;11357;SAINT-MARTIN-LE-VIEIL;AUDE;134.86415;169.95522;188.36407;133.28773;0
11;11359;SAINT-MICHEL-DE-LANES;AUDE;178.15862;223.0849;289.24701;374.97333;0
11;11360;SAINT-NAZAIRE-D'AUDE;AUDE;801.82135;1013.9965;1315.322;1557.5503;0
11;11361;SAINT-PAPOUL;AUDE;569.17645;565.13153;562.29871;699.05048;0
11;11362;SAINT-PAULET;AUDE;110.34782;126.47913;124.71429;158.53864;0
11;11363;SAINT-PIERRE-DES-CHAMPS;AUDE;106.99531;117.29248;147.85143;121.40716;0
11;11364;SAINT-POLYCARPE;AUDE;155.00716;137.2;111.62597;112.2572;0
11;11366;SAINTE-VALIERE;AUDE;290.17697;321.76245;407.95374;348.44568;0
11;11367;SAISSAC;AUDE;682.69098;712.9129;698.51062;655.48511;0
11;11368;SALLELES-CABARDES;AUDE;88.900002;89.337929;87.559998;118.06316;0
11;11369;SALLELES-D'AUDE;AUDE;1317.3721;1516.5051;1997.3103;2379.1904;0
11;11370;SALLES-D'AUDE;AUDE;1347.01;1678.2073;2216.4431;2563.4502;0
11;11371;SALLES-SUR-L'HERS;AUDE;352.6683;403.34842;508.85504;433.61679;0
11;11372;SALSIGNE;AUDE;292.85858;282.9675;290.77359;293.05716;0
11;11373;SALVEZINES;AUDE;88.768806;80.407806;64.909088;55.171078;0
11;11376;SERPENT;AUDE;70.468964;65.822365;55.643906;48.053631;0
11;11377;SERRES;AUDE;47.299999;48.646553;38.165855;68.299919;0
11;11378;SERVIES-EN-VAL;AUDE;190.44896;183.13954;193.584;170.50653;0
11;11379;SIGEAN;AUDE;2761.6184;3439.4263;4296.0693;4380.8721;0
11;11380;SONNAC-SUR-L'HERS;AUDE;85.835854;97.693741;130.58824;86.055321;0
11;11381;SOUGRAIGNE;AUDE;43.242107;36.871765;40.875946;105.81216;0
11;11382;SOUILHANELS;AUDE;150.59544;223.43918;306.13171;338.08987;0
11;11383;SOUILHE;AUDE;136.75493;194.96965;243.1738;322.46848;0
11;11384;SOULATGE;AUDE;66.592667;66.592316;85.61322;65.877007;0
11;11385;SOUPEX;AUDE;158.95242;183.96571;193.96603;187.98393;0
11;11386;TALAIRAN;AUDE;280.75208;271.18735;299.79462;443.87906;0
11;11387;TAURIZE;AUDE;43.214283;37.2309;53.353848;64.222725;0
11;11388;TERMES;AUDE;32.882355;37.259186;41.0;42.545456;0
11;11390;THEZAN-DES-CORBIERES;AUDE;428.25;418.65494;409.65601;444.65659;0
11;11392;TOURNISSAN;AUDE;169.47708;186.84933;209.98589;172.21162;0
11;11393;TOUROUZELLE;AUDE;315.28;319.60126;320.5275;370.0506;0
11;11394;TOURREILLES;AUDE;74.42308;81.161743;94.889763;65.10128;0
11;11396;TRAUSSE;AUDE;343.99634;366.25235;371.20911;524.91107;0
11;11397;TREBES;AUDE;3935.0161;4072.241;3899.8711;3988.4172;0
11;11398;TREILLES;AUDE;84.114281;115.48813;177.88235;190.70834;0
11;11399;TREVILLE;AUDE;65.154716;71.11628;85.15596;87.008507;0
11;11400;TREZIERS;AUDE;49.157749;63.504208;58.560001;87.49691;0
11;11401;TUCHAN;AUDE;620.33032;668.82617;640.76416;695.97711;0
11;11404;VENTENAC-CABARDES;AUDE;468.98932;594.64044;594.95593;757.86591;0
11;11405;VENTENAC-EN-MINERVOIS;AUDE;272.03925;321.23166;383.51642;496.16733;0
11;11407;VERDUN-EN-LAURAGAIS;AUDE;175.8725;180.38086;211.2;166.60539;0
11;11408;VERZEILLE;AUDE;297.888;295.12323;352.62897;309.17245;0
11;11409;VIGNEVIEILLE;AUDE;64.133331;61.549343;85.957443;89.482918;0
11;11410;VILLALIER;AUDE;660.16669;662.62976;771.5816;804.15228;0
11;11411;VILLANIERE;AUDE;113.74;86.552437;105.70968;92.825348;0
11;11412;VILLARDEBELLE;AUDE;41.216217;52.644444;53.862068;31.99464;0
11;11413;VILLARDONNEL;AUDE;284.16501;356.45343;392.39447;336.29919;0
11;11415;VILLAR-SAINT-ANSELME;AUDE;82.279999;74.341179;79.685249;108.698;0
11;11416;VILLARZEL-CABARDES;AUDE;121.68661;131.30212;151.52174;223.76701;0
11;11417;VILLARZEL-DU-RAZES;AUDE;67.92514;63.885811;81.494843;51.918835;0
11;11418;VILLASAVARY;AUDE;597.05475;705.32434;848.23193;917.75873;0
11;11419;VILLAUTOU;AUDE;21.525;27.275696;43.131035;42.979614;0
11;11420;VILLEBAZY;AUDE;82.489799;80.025002;95.907562;107.60781;0
11;11421;VILLEDAIGNE;AUDE;353.20126;376.27652;371.24557;443.94116;0
11;11422;VILLEDUBERT;AUDE;202.77551;239.17436;264.59155;224.06833;0
11;11423;VILLEFLOURE;AUDE;61.609303;70.515785;121.6;82.709709;0
11;11424;VILLEFORT;AUDE;65.479385;75.588081;74.467293;59.83239;0
11;11425;VILLEGAILHENC;AUDE;1011.329;1103.5884;1205.2544;1394.0779;0
11;11426;VILLEGLY;AUDE;498.51215;569.44281;826.0545;934.93756;0
11;11427;VILLELONGUE-D'AUDE;AUDE;210.86922;206.31888;235.35849;201.46088;0
11;11428;VILLEMAGNE;AUDE;164.03529;185.78113;240.68823;187.50993;0
11;11429;VILLEMOUSTAUSSOU;AUDE;2035.0581;2274.3164;2901.7349;3454.9397;0
11;11430;VILLENEUVE-LA-COMPTAL;AUDE;768.97632;805.42725;947.45544;1100.4795;0
11;11431;VILLENEUVE-LES-CORBIERES;AUDE;175.8584;197.76062;193.50534;219.3768;0
11;11432;VILLENEUVE-LES-MONTREAL;AUDE;74.335999;106.55159;191.63423;230.49272;0
11;11433;VILLENEUVE-MINERVOIS;AUDE;648.88098;624.38892;759.80255;670.89453;0
11;11434;VILLEPINTE;AUDE;813.19147;810.85144;932.26593;867.0976;0
11;11435;VILLEROUGE-TERMENES;AUDE;133.04167;125.6;126.28572;143.76398;0
11;11436;VILLESEQUE-DES-CORBIERES;AUDE;235.84106;252.93199;270.06451;266.82083;0
11;11437;VILLESEQUELANDE;AUDE;385.5242;470.62897;604.1394;812.82001;0
11;11438;VILLESISCLE;AUDE;206.07356;216.79308;275.33899;326.01678;0
11;11439;VILLESPY;AUDE;231.79189;255.97479;287.19122;311.07153;0
11;11441;VINASSAN;AUDE;1135.0713;1550.594;1984.495;2145.1987;0
12;12001;AGEN-D'AVEYRON;AVEYRON;650.3064;773.69159;830.02496;914.20435;0
12;12002;AGUESSAC;AVEYRON;512.6748;588.85931;631.52728;583.66235;0
12;12003;ALBRES;AVEYRON;282.02423;293.93814;271.6994;324.8819;0
12;12004;ALMONT-LES-JUNIES;AVEYRON;374.8454;330.16821;374.19998;370.10416;0
12;12006;ALRANCE;AVEYRON;350.73987;320.18597;333.1806;317.09131;0
12;12007;AMBEYRAC;AVEYRON;130.60001;136.36795;132.91133;123.85216;0
12;12008;ANGLARS-SAINT-FELIX;AVEYRON;443.56055;485.57672;538.23364;736.77423;0
12;12009;ARNAC-SUR-DOURDOU;AVEYRON;43.773331;24.685715;35.567741;26.750002;0
12;12010;ARQUES;AVEYRON;91.890907;112.24029;98.12632;101.65364;0
12;12011;ARVIEU;AVEYRON;761.93085;693.34387;668.36584;686.07306;0
12;12012;ASPRIERES;AVEYRON;569.66895;608.90948;554.68768;592.1225;0
12;12013;AUBIN;AVEYRON;3899.1802;3585.8943;3183.8455;2967.928;0
12;12015;AURIAC-LAGAST;AVEYRON;258.81705;220.65619;190.93628;201.11926;0
12;12016;AUZITS;AVEYRON;671.41425;695.39569;702.57343;663.19727;0
12;12017;AYSSENES;AVEYRON;201.1562;193.08421;182.55534;174.84242;0
12;12018;BALAGUIER-D'OLT;AVEYRON;106.79441;114.67953;106.45161;153.54507;0
12;12019;BALAGUIER-SUR-RANCE;AVEYRON;91.165955;81.570343;79.896774;77.158577;0
12;12021;BASTIDE-L'EVEQUE;AVEYRON;1467.7126;1397.2795;1310.7256;1224.2147;0
12;12022;BASTIDE-PRADINES;AVEYRON;95.267288;86.188232;86.800003;101.89474;0
12;12023;BASTIDE-SOLAGES;AVEYRON;74.048645;78.136627;98.803276;99.094337;0
12;12024;BELCASTEL;AVEYRON;198.64174;192.78783;171.3869;194.74857;0
12;12025;BELMONT-SUR-RANCE;AVEYRON;766.70197;841.08356;825.14746;745.40887;0
12;12026;BERTHOLENE;AVEYRON;677.95807;757.94507;761.72394;745.52893;0
12;12027;BESSUEJOULS;AVEYRON;159.46027;177.40889;191.7796;175.21164;0
12;12028;BOISSE-PENCHOT;AVEYRON;459.21756;426.72;411.3483;398.22223;0
12;12029;BOR-ET-BAR;AVEYRON;174.23613;175.16545;138.61539;130.60306;0
12;12030;BOUILLAC;AVEYRON;378.86252;350.83752;324.45892;199.74181;0
12;12031;BOURNAZEL;AVEYRON;248.03006;230.16025;231.12659;251.63158;0
12;12032;BOUSSAC;AVEYRON;377.76965;352.13925;398.41589;399.08002;0
12;12033;BOZOULS;AVEYRON;1626.0603;1897.8098;2068.3167;2530.8977;0
12;12034;BRANDONNET;AVEYRON;248.43953;236.62421;253.26624;202.89021;0
12;12035;BRASC;AVEYRON;151.56305;141.03159;135.75484;165.05522;0
12;12036;BROMMAT;AVEYRON;676.79718;639.89636;527.12836;586.56879;0
12;12037;BROQUIES;AVEYRON;537.30737;525.00415;538.14703;430.15244;0
12;12038;BROUSSE-LE-CHATEAU;AVEYRON;159.8;141.95808;125.29041;137.64337;0
12;12039;BRUSQUE;AVEYRON;338.11246;311.59772;266.2146;206.3653;0
12;12041;CABANES;AVEYRON;181.71631;197.976;178.97922;242.89084;0
12;12042;CALMELS-ET-LE-VIALA;AVEYRON;157.81995;149.58386;175.94019;179.4333;0
12;12043;CALMONT;AVEYRON;1107.9022;1275.8573;1514.8193;1868.3695;0
12;12044;CAMARES;AVEYRON;834.18982;768.82733;748.61401;869.51569;0
12;12045;CAMBOULAZET;AVEYRON;269.49045;260.53897;288.5488;231.31093;0
12;12046;CAMJAC;AVEYRON;469.40375;455.34653;432.121;387.83316;0
12;12047;CAMPAGNAC;AVEYRON;327.46841;336.43521;342.38657;363.2373;0
12;12048;CAMPOURIEZ;AVEYRON;373.30359;344.43814;313.51181;291.66113;0
12;12049;CAMPUAC;AVEYRON;407.18735;362.98868;384.46942;379.83154;0
12;12050;CANET-DE-SALARS;AVEYRON;352.68625;327.92822;323.82974;349.56332;0
12;12051;CANTOIN;AVEYRON;326.0625;268.53934;258.1813;254.53636;0
12;12052;CAPDENAC-GARE;AVEYRON;3696.2808;3716.6091;3505.6982;3442.0789;0
12;12053;CAPELLE-BALAGUIER;AVEYRON;198.25522;200.28046;226.82014;299.8179;0
12;12054;CAPELLE-BLEYS;AVEYRON;263.56305;277.36703;292.76401;246.41443;0
12;12055;CAPELLE-BONANCE;AVEYRON;91.523308;77.349998;81.757141;55.068291;0
12;12056;BARAQUEVILLE;AVEYRON;1923.9235;2030.2083;2329.229;2439.4878;0
12;12057;CASSAGNES-BEGONHES;AVEYRON;838.63135;797.20526;687.72083;762.8316;0
12;12058;CASSUEJOULS;AVEYRON;113.16645;115.66579;90.043198;87.655647;0
12;12059;CASTANET;AVEYRON;468.03668;414.93442;408.8103;355.11389;0
12;12060;CASTELMARY;AVEYRON;121.03692;104.10526;109.27907;99.384247;0
12;12061;CASTELNAU-DE-MANDAILLES;AVEYRON;427.0;434.37766;417.84671;517.05151;0
12;12062;CASTELNAU-PEGAYROLS;AVEYRON;247.13;242.80225;258.16278;280.57898;0
12;12063;CAVALERIE;AVEYRON;542.85889;643.42908;729.7301;1953.0846;0
12;12064;CAYROL;AVEYRON;281.82001;255.96924;222.55914;192.9825;0
12;12065;CENTRES;AVEYRON;593.44427;505.08139;437.25287;378.53149;0
12;12066;CLAIRVAUX-D'AVEYRON;AVEYRON;749.79468;849.59851;881.43939;862.33008;0
12;12067;CLAPIER;AVEYRON;64.022224;60.228573;51.257145;71.421234;0
12;12068;COLOMBIES;AVEYRON;868.89496;814.92194;765.33783;622.26404;0
12;12069;COMBRET;AVEYRON;225.02098;216.49371;239.30922;193.9834;0
12;12070;COMPEYRE;AVEYRON;300.20001;384.24136;387.39017;400.86227;0
12;12071;COMPOLIBAT;AVEYRON;330.75256;313.05118;294.32031;296.77255;0
12;12072;COMPREGNAC;AVEYRON;130.37549;173.95525;189.03523;117.20261;0
12;12073;COMPS-LA-GRAND-VILLE;AVEYRON;397.10739;369.40549;417.047;419.70413;0
12;12074;CONDOM-D'AUBRAC;AVEYRON;314.29941;264.59705;265.02692;271.66922;0
12;12075;CONNAC;AVEYRON;100.30099;98.966972;93.761162;87.573257;0
12;12076;CONQUES;AVEYRON;1341.4063;1360.479;1369.2312;1264.231;0
12;12077;CORNUS;AVEYRON;287.0495;331.23016;398.88696;502.78284;0
12;12078;COSTES-GOZON;AVEYRON;177.29091;148.00963;149.57802;133.47847;0
12;12079;COUBISOU;AVEYRON;399.08929;398.52527;412.58463;437.94626;0
12;12080;COUPIAC;AVEYRON;445.37024;402.14761;342.16;298.18405;0
12;12082;COUVERTOIRADE;AVEYRON;130.60001;121.18228;143.17627;146.16521;0
12;12083;CRANSAC;AVEYRON;1782.1134;1462.525;1358.2883;1178.5793;0
12;12084;CREISSELS;AVEYRON;1130.3651;1133.365;1205.349;1145.9121;0
12;12085;CRESPIN;AVEYRON;221.50603;218.6983;226.56717;235.51578;0
12;12086;CRESSE;AVEYRON;196.46223;213.02536;256.6272;300.492;0
12;12088;CURIERES;AVEYRON;248.77809;227.14513;160.77992;157.9563;0
12;12089;DECAZEVILLE;AVEYRON;5932.5703;5283.2896;4736.3101;4090.3801;0
12;12090;DRUELLE;AVEYRON;1411.7915;1682.402;1979.9014;2582.2529;0
12;12091;DRULHE;AVEYRON;335.96808;333.24673;347.03247;397.08807;0
12;12092;DURENQUE;AVEYRON;558.94751;493.85867;449.01202;354.4068;0
12;12093;FEL;AVEYRON;137.80714;126.25225;122.32289;149.15625;0
12;12094;ENTRAYGUES-SUR-TRUYERE;AVEYRON;1161.9517;1036.9958;920.52423;806.47711;0
12;12095;ESCANDOLIERES;AVEYRON;212.79001;172.5435;189.06796;202.78979;0
12;12096;ESPALION;AVEYRON;3463.9875;3571.6631;3442.5068;3770.0654;0
12;12097;ESPEYRAC;AVEYRON;209.83969;199.78906;201.15126;233.98233;0
12;12098;ESTAING;AVEYRON;532.25934;504.19202;478.53702;356.05707;0
12;12099;FAYET;AVEYRON;221.49469;215.72504;216.70039;157.71494;0
12;12100;FIRMI;AVEYRON;2134.9187;2080.4128;2009.8706;1912.208;0
12;12101;FLAGNAC;AVEYRON;730.03131;727.8667;832.51904;881.375;0
12;12102;FLAVIN;AVEYRON;1327.9247;1539.4889;1634.6288;1877.7035;0
12;12103;FLORENTIN-LA-CAPELLE;AVEYRON;324.00189;299.73315;274.97089;268.51782;0
12;12104;FOISSAC;AVEYRON;291.99472;268.14099;316.92752;422.23764;0
12;12105;FOUILLADE;AVEYRON;856.28345;835.29987;859.14673;892.94287;0
12;12106;GABRIAC;AVEYRON;333.6713;365.20773;397.18536;414.03253;0
12;12107;GAILLAC-D'AVEYRON;AVEYRON;272.27405;240.07625;249.81929;286.18362;0
12;12108;GALGAN;AVEYRON;299.23831;280.7659;279.77237;322.04105;0
12;12109;GISSAC;AVEYRON;110.19048;74.800003;80.810349;76.789253;0
12;12110;GOLINHAC;AVEYRON;360.4993;335.68323;307.07809;222.9834;0
12;12111;GOUTRENS;AVEYRON;319.51529;329.67883;372.30771;294.94931;0
12;12113;GRAMOND;AVEYRON;328.77777;307.37592;362.95712;392.56259;0
12;12115;HOSPITALET-DU-LARZAC;AVEYRON;182.60645;210.3295;219.5204;206.4346;0
12;12116;HUPARLAC;AVEYRON;214.20509;201.35066;184.06612;227.75145;0
12;12118;LACROIX-BARREZ;AVEYRON;447.32455;449.62399;421.42017;473.40143;0
12;12119;LAGUIOLE;AVEYRON;993.41553;1021.7167;1007.6097;941.63538;0
12;12120;LAISSAC;AVEYRON;1364.408;1472.9901;1610.481;1727.4646;0
12;12121;LANUEJOULS;AVEYRON;490.37314;520.65375;580.71161;540.97491;0
12;12122;LAPANOUSE-DE-CERNON;AVEYRON;93.989189;77.082352;102.85001;122.92683;0
12;12124;LASSOUTS;AVEYRON;275.80884;271.534;250.30649;258.13062;0
12;12125;LAVAL-ROQUECEZIERE;AVEYRON;339.31735;268.67096;212.3;201.86617;0
12;12127;LEDERGUES;AVEYRON;617.21997;577.2486;560.32233;527.01483;0
12;12128;LESCURE-JAOUL;AVEYRON;259.34912;222.1236;199.28276;158.82748;0
12;12129;LESTRADE-ET-THOUELS;AVEYRON;423.15668;350.22589;374.55093;371.02765;0
12;12130;LIVINHAC-LE-HAUT;AVEYRON;978.07379;906.80432;953.26758;767.53528;0
12;12131;LOUBIERE;AVEYRON;726.81891;906.72229;1099.72;1334.6011;0
12;12133;LUC-LA-PRIMAUBE;AVEYRON;3092.7126;3774.5002;4480.793;4705.501;0
12;12134;LUGAN;AVEYRON;268.54547;256.93115;266.19757;292.90305;0
12;12135;LUNAC;AVEYRON;377.14389;381.2551;346.2598;306.2998;0
12;12136;MALEVILLE;AVEYRON;640.51953;702.17883;713.91156;716.12305;0
12;12137;MANHAC;AVEYRON;326.64209;396.50485;529.47363;656.42383;0
12;12138;MARCILLAC-VALLON;AVEYRON;1203.0004;1259.0718;1347.0259;1310.8422;0
12;12139;MARNHAGUES-ET-LATOUR;AVEYRON;96.017517;100.24274;103.39048;121.33034;0
12;12140;MARTIEL;AVEYRON;630.39618;689.51691;741.02161;801.02136;0
12;12141;MARTRIN;AVEYRON;194.34146;180.99738;187.01468;179.26979;0
12;12142;MAYRAN;AVEYRON;367.07822;357.08145;456.27805;486.48572;0
12;12143;MELAGUES;AVEYRON;92.22641;74.493019;49.924137;55.322033;0
12;12144;MELJAC;AVEYRON;170.36459;133.46451;124.61069;95.0;0
12;12145;MILLAU;AVEYRON;16543.146;16837.75;17229.193;16552.99;0
12;12146;MONASTERE;AVEYRON;1197.6542;1428.0723;1648.8597;1794.0475;0
12;12147;MONTAGNOL;AVEYRON;131.45264;130.87248;102.19428;131.07907;0
12;12148;MONTBAZENS;AVEYRON;1108.2509;1120.0121;1182.1313;1011.5825;0
12;12149;MONTCLAR;AVEYRON;140.20195;123.57469;126.896;141.46584;0
12;12150;MONTEILS;AVEYRON;426.61972;399.84424;431.06668;338.62961;0
12;12151;MONTEZIC;AVEYRON;172.31479;205.73871;190.60161;161.36028;0
12;12152;MONTFRANC;AVEYRON;124.93375;122.55021;113.62857;114.54598;0
12;12153;MONTJAUX;AVEYRON;316.98825;319.32333;328.104;306.42194;0
12;12154;MONTLAUR;AVEYRON;431.08334;462.26144;490.91483;425.67566;0
12;12155;FONDAMENTE;AVEYRON;244.15506;227.17444;266.86365;256.25974;0
12;12156;MONTPEYROUX;AVEYRON;481.89081;468.79626;450.05835;435.92807;0
12;12157;MONTROZIER;AVEYRON;908.84094;995.10913;1048.5221;1340.9753;0
12;12158;MONTSALES;AVEYRON;172.0;184.18575;188.92381;252.02306;0
12;12159;MORLHON-LE-HAUT;AVEYRON;386.32251;431.10992;458.30289;440.23535;0
12;12160;MOSTUEJOULS;AVEYRON;202.45923;217.59732;230.93488;294.45193;0
12;12161;MOURET;AVEYRON;375.38474;396.32877;383.98132;466.02353;0
12;12162;MOYRAZES;AVEYRON;891.6803;871.4234;855.9566;824.85065;0
12;12163;MURASSON;AVEYRON;177.24837;163.44846;157.65614;222.57576;0
12;12164;MUR-DE-BARREZ;AVEYRON;858.2373;744.82275;698.91193;524.76141;0
12;12165;MURET-LE-CHATEAU;AVEYRON;183.54042;199.39308;249.68536;261.69781;0
12;12166;MUROLS;AVEYRON;152.0164;105.65421;89.490906;119.0;0
12;12167;NAJAC;AVEYRON;650.8299;585.33051;600.19946;558.44458;0
12;12168;NANT;AVEYRON;649.37128;706.95807;735.82178;833.94946;0
12;12169;NAUCELLE;AVEYRON;1511.6605;1528.887;1553.7386;1709.4275;0
12;12170;NAUSSAC;AVEYRON;242.0;248.30579;275.58682;289.99289;0
12;12171;NAUVIALE;AVEYRON;381.58154;379.68576;385.36255;484.88315;0
12;12172;NAYRAC;AVEYRON;525.19354;478.24411;452.64557;409.11282;0
12;12174;OLEMPS;AVEYRON;2298.6338;2419.8552;2621.5149;2969.2341;0
12;12175;OLS-ET-RINHODES;AVEYRON;106.34366;108.8;104.8344;107.91301;0
12;12176;ONET-LE-CHATEAU;AVEYRON;6728.9517;7455.2612;8281.6035;7954.2515;0
12;12177;PALMAS;AVEYRON;608.17841;616.39325;801.06195;799.32281;0
12;12178;PAULHE;AVEYRON;209.60841;238.37294;266.25211;272.76703;0
12;12179;PEUX-ET-COUFFOULEUX;AVEYRON;106.37538;87.159294;83.300003;75.218193;0
12;12180;PEYRELEAU;AVEYRON;51.32766;58.22023;66.950584;50.552002;0
12;12181;PEYRUSSE-LE-ROC;AVEYRON;237.20288;176.32217;173.66576;160.34538;0
12;12182;PIERREFICHE;AVEYRON;182.74286;203.58192;205.65591;227.84743;0
12;12183;PLAISANCE;AVEYRON;198.72821;178.4034;159.5;211.12852;0
12;12184;POMAYROLS;AVEYRON;139.79042;117.64416;125.04762;105.95847;0
12;12185;PONT-DE-SALARS;AVEYRON;1053.1583;1165.2046;1289.1548;1300.3004;0
12;12186;POUSTHOMY;AVEYRON;163.496;137.96037;154.85498;193.7195;0
12;12187;PRADES-D'AUBRAC;AVEYRON;372.19867;342.81232;378.42264;303.92935;0
12;12188;PRADES-SALARS;AVEYRON;255.86996;224.08768;203.87686;264.65518;0
12;12189;PRADINAS;AVEYRON;354.67828;307.21103;295.61972;309.90524;0
12;12190;PREVINQUIERES;AVEYRON;274.60602;228.3959;238.56654;198.65947;0
12;12191;PRIVEZAC;AVEYRON;254.92192;233.84882;263.7052;252.19456;0
12;12192;MOUNES-PROHENCOUX;AVEYRON;170.18422;151.59798;156.94382;163.03125;0
12;12193;PRUINES;AVEYRON;196.66588;185.7551;223.88;219.11368;0
12;12194;QUINS;AVEYRON;589.68433;552.22064;630.44165;736.79932;0
12;12195;REBOURGUIL;AVEYRON;219.46353;208.52705;212.57582;222.78949;0
